Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,People.Count
20190721X02950,Accident,ANC19FA035,2019-07-19,"Seldovia, AK",Fatal,Substantial,Airplane,N68083,De Havilland,BEAVER DHC 2,1.0,Reciprocating,135,1.0,4.0,1.0,1.0,VMC,,7.0
20190724X23036,Accident,GAA19CA451,2019-07-21,"St. Louis, MO",Non-Fatal,Substantial,Airplane,N300SN,Cessna,402,2.0,Reciprocating,135,0.0,0.0,0.0,9.0,VMC,,9.0
20191001X40249,Incident,ENG19WA036,2019-07-22,"Islamabad, Pakistan",,,Airplane,A7-ACG,Airbus,A330,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190724X32908,Accident,WPR19WA199,2019-07-22,"Cangkring, Indonesia",Fatal,Substantial,Airplane,PK-WUG,Cessna,172,,,129,1.0,0.0,1.0,0.0,,,2.0
20190805X55405,Accident,DCA19CA189,2019-07-22,"San Juan, PR",Non-Fatal,,Airplane,N663UA,Boeing,767,2.0,,121,0.0,1.0,1.0,216.0,Unk,,218.0
20190924X44644,Incident,OPS19WA018,2019-07-22,"London, United Kingdom",,,Airplane,YL-LCQ,Airbus,A321,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190726X91707,Accident,DCA19CA186,2019-07-23,"San Francisco, CA",,Substantial,Airplane,N57852,Boeing,757,2.0,,121,0.0,0.0,0.0,0.0,VMC,,0.0
20190801X04456,Incident,ENG19IA029,2019-07-25,"Perrigny-sur-Armancon, France",Non-Fatal,Minor,Airplane,HB-JCM,Airbus,A220,2.0,Geared Turbofan,NUSC,0.0,0.0,0.0,121.0,VMC,,121.0
20190809X92410,Accident,ANC19WA043,2019-07-26,"Bella Bella, Canada",Fatal,,Airplane,C-GURL,Cessna,208,1.0,Turbo Prop,NUSC,4.0,0.0,5.0,0.0,,,9.0
20190813X05139,Accident,ANC19LA045,2019-08-01,"Buckland, AK",Non-Fatal,Substantial,Airplane,N451CE,Douglas,C 118A,4.0,Reciprocating,121,0.0,0.0,0.0,3.0,VMC,,3.0
20190813X51350,Incident,DCA19WA195,2019-08-03,"El Alto, Saint Barthelemy",Non-Fatal,Minor,Airplane,CP-3077,Boeing,737,,,NUSC,0.0,0.0,0.0,99.0,,,99.0
20190808X43724,Accident,DCA19CA192,2019-08-06,"San Francisco, CA",,Minor,Airplane,N37437,Boeing,737,2.0,,121,0.0,0.0,0.0,0.0,,,0.0
20190808X62316,Accident,DCA19LA193,2019-08-08,"Orlando, FL",Non-Fatal,Substantial,Airplane,N717FR,Airbus,A321,2.0,,121,0.0,0.0,0.0,232.0,VMC,,232.0
20190816X35649,Accident,DCA19CA198,2019-08-08,"Charlottesville, VA",Non-Fatal,,Airplane,N505JB,Airbus,A320,2.0,,121,0.0,0.0,1.0,154.0,VMC,,155.0
20200324X23439,Incident,ENG19WA042,2019-08-09,"Varanasi, India",,,Airplane,VT-IZT,Airbus,A320,2.0,Geared Turbofan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190811X34546,Accident,WPR19LA217,2019-08-10,"Prospect, OR",Non-Fatal,Substantial,Airplane,N5152U,Cessna,206,1.0,Reciprocating,135,0.0,0.0,0.0,2.0,,,2.0
20190814X63051,Incident,DCA19WA197,2019-08-10,"Rome, Italy",Non-Fatal,Minor,Airplane,LN-LND,Boeing,787,,,NUSC,0.0,0.0,0.0,298.0,,,298.0
20190819X55827,Incident,DCA19WA202,2019-08-15,"Shannon, Ireland",Non-Fatal,Minor,Airplane,N378AX,Boeing,767,2.0,Turbo Fan,135,0.0,1.0,0.0,158.0,,,159.0
20190822X91454,Accident,DCA19WA203,2019-08-15,"Beijing, China",Non-Fatal,,Airplane,JA808A,Boeing,787,,,129,0.0,1.0,1.0,223.0,,,225.0
20190821X22448,Incident,ENG19WA032,2019-08-17,"Nassau, Bahamas",,,Airplane,N335NW,Airbus,A320,,Turbo Fan,121,0.0,0.0,0.0,0.0,,,0.0
20190818X23637,Accident,ANC19LA046,2019-08-18,"Lahaina, HI",Non-Fatal,Substantial,Airplane,N879MA,Cessna,208B,1.0,Turbo Prop,135,0.0,0.0,0.0,10.0,VMC,,10.0
20190819X52614,Incident,DCA19WA201,2019-08-18,"Ponta Delgada, Portugal",Non-Fatal,Minor,Airplane,N543US,Boeing,757,2.0,Turbo Fan,121,0.0,0.0,0.0,159.0,,,159.0
20200324X12359,Incident,ENG19WA044,2019-08-19,"Guwahati, India",,,Airplane,VT-IVO,Airbus,A320,2.0,Geared Turbofan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190918X14853,Incident,DCA19WA217,2019-08-20,"Cape Town, South Africa",,Minor,Airplane,ZS-JRM,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190821X63931,Accident,WPR19FA230,2019-08-21,"Oroville, CA",Non-Fatal,Destroyed,Airplane,N91GY,Cessna,560XL,,Turbo Fan,135,0.0,0.0,0.0,10.0,VMC,,10.0
20190903X65424,Incident,DCA19WA209,2019-08-24,"Shannon, Ireland",,,Airplane,G-STBB,Boeing,777,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190830X60449,Accident,DCA19CA208,2019-08-27,"Chicago, IL",Non-Fatal,,Airplane,N911DL,Mcdonnell Douglas,MD88,2.0,Turbo Jet,121,0.0,0.0,1.0,151.0,VMC,,152.0
20190830X64106,Accident,DCA19CA206,2019-08-27,"Denver, CO",Non-Fatal,,Airplane,N328FR,Airbus,A320,2.0,Turbo Fan,121,0.0,0.0,1.0,0.0,VMC,,1.0
20190913X83845,Accident,DCA19WA211,2019-08-27,"Beijing, China",Non-Fatal,Substantial,Airplane,B-5958,Airbus,A330,,,NUSC,0.0,0.0,0.0,162.0,,,162.0
20190905X05523,Incident,ENG19RA033,2019-08-29,"Merimbula, Australia",,,Airplane,VH-RXX,Saab,340,,Turbo Prop,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190917X82433,Incident,DCA19WA215,2019-08-31,"Cape Town, South Africa",Non-Fatal,,Airplane,ZS-ZWU,Boeing,737,,,NUSC,0.0,0.0,0.0,133.0,,,133.0
20190916X80750,Incident,DCA19WA212,2019-09-02,"Unknown, South Africa",,,Airplane,ZS-SJD,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190916X91526,Accident,DCA19CA213,2019-09-06,"Fort Myers, FL",Non-Fatal,,Airplane,N515NK,Airbus,A319,2.0,Turbo Fan,121,0.0,0.0,1.0,107.0,VMC,,108.0
20190918X43537,Incident,DCA19WA218,2019-09-08,"Jeddah, Saudi Arabia",,Minor,Airplane,ET-ALO,Boeing,767,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190917X42103,Incident,DCA19WA216,2019-09-11,"Nassau, Bahamas",Non-Fatal,,Airplane,N958JB,Airbus,A321,2.0,Turbo Fan,121,0.0,0.0,0.0,180.0,,,180.0
20191204X31909,Incident,DCA19WA220,2019-09-11,"Malaga, Spain",,,Airplane,EI-DYR,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200603X55158,Accident,DCA19CA223,2019-09-11,"Chicago OHare, IL",Non-Fatal,Minor,Airplane,N765SK,Bombardier,CL 600 2C10,,,121,0.0,0.0,0.0,114.0,VMC,,114.0
20190917X92718,Incident,ENG19IA034,2019-09-16,"Cote-d'Or, France",Non-Fatal,,Airplane,HB-JCA,Airbus,A220,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,77.0,,,77.0
20190922X23136,Accident,GAA19CA563,2019-09-22,"Mountain Village, AK",Non-Fatal,Substantial,Airplane,N77KZ,De Havilland,BEAVER DHC 2,1.0,Reciprocating,135,0.0,0.0,0.0,3.0,VMC,,3.0
20200115X11245,Incident,ENG19WA041,2019-09-29,"Buenos Aires, Argentina",,Minor,Airplane,LV-CIG,Embraer,ERJ190,,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20191008X95051,Accident,ERA20LA008,2019-10-08,"Fort Myers, FL",Non-Fatal,Substantial,Airplane,N86MN,Raytheon,HAWKER,2.0,Turbo Fan,135,0.0,0.0,0.0,4.0,VMC,,4.0
20191010X33637,Incident,DCA20WA001,2019-10-08,"Bamako, Mali",Non-Fatal,Minor,Airplane,ET-AMG,Boeing,767,,,129,0.0,0.0,0.0,102.0,,,102.0
20191210X25303,Incident,ENG20WA007,2019-10-09,"Cape Town, South Africa",Non-Fatal,,Airplane,ZS-TCP,Bae,AVRO146RJ,,,NUSC,0.0,0.0,0.0,16.0,,,16.0
20191108X51810,Incident,DCA20WA012,2019-10-15,"Malta, Malta",,,Airplane,EI-EMA,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20191016X82836,Incident,ENG20LA001,2019-10-15,"West Flanders Province, Belgium",Non-Fatal,Minor,Airplane,HB-JCC,Airbus,BD-500-1A11 (CS300),2.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20191021X62154,Accident,ERA20LA016,2019-10-16,"Augusta, GA",,,Airplane,N307KP,Bombardier,BD 700 1A10,2.0,Turbo Fan,135,0.0,0.0,0.0,0.0,VMC,,0.0
20191018X02019,Accident,DCA20MA002,2019-10-18,"Unalaska, AK",Fatal,Substantial,Airplane,N686PA,Saab,2000,2.0,Turbo Prop,121,1.0,3.0,1.0,37.0,VMC,,42.0
20191020X10854,Accident,ERA20WA015,2019-10-18,"Nassau, Bahamas",Non-Fatal,Substantial,Airplane,N437GB,Douglas,DC3C S1C3G,2.0,Reciprocating,135,0.0,2.0,0.0,0.0,Unk,,2.0
20191022X52238,Incident,ENG20RA002,2019-10-20,"Bangkok, Thailand",,Minor,Airplane,HS-TKL,Boeing,777,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200324X21942,Incident,ENG20WA026,2019-10-24,"Kolkata, India",,,Airplane,VT-IVX,Airbus,A320,2.0,Geared Turbofan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200324X00055,Incident,ENG20WA022,2019-10-25,"Mumbai Airport, India",,,Airplane,VT-ITA,Airbus,A320,2.0,Geared Turbofan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200324X24604,Incident,ENG20WA028,2019-10-26,"Delhi, India",,,Airplane,VT-IZT,Airbus,A320,2.0,Geared Turbofan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20191030X32542,Incident,DCA20WA009,2019-10-27,"Paris, France",,,Airplane,4X-EHE,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20191030X64711,Accident,DCA20CA010,2019-10-29,"Boise, ID",Non-Fatal,Substantial,Airplane,N402QX,De Havilland,DHC8,2.0,,121,0.0,0.0,0.0,2.0,VMC,,2.0
20200324X03417,Incident,ENG20WA023,2019-10-30,"Kolkata, India",,,Airplane,VT-ITM,Airbus,A320,2.0,Geared Turbofan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20191104X32212,Accident,ANC20LA003,2019-10-31,"Honolulu, HI",Non-Fatal,Minor,Airplane,N926FE,Cessna,208,1.0,Turbo Prop,135,0.0,0.0,0.0,3.0,VMC,,3.0
20191107X61159,Incident,DCA20WA011,2019-10-31,"Johannesburg, South Africa",,,Airplane,D2-TBK,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20191108X21802,Incident,DCA20IA014,2019-11-07,"Atlanta, GA",Non-Fatal,,Airplane,N117HQ,Embraer,ERJ170,,,121,0.0,0.0,0.0,9.0,,,9.0
20191210X62422,Incident,ENG20WA008,2019-11-08,"Raipur, India",,Minor,Airplane,VT-PPT,Airbus,A321,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20191119X32050,Accident,DCA20WA017,2019-11-11,"Ataturk, Turkey",,,Airplane,TC-ACR,Boeing,747,,,129,0.0,0.0,0.0,0.0,,,0.0
20191111X02542,Accident,DCA20LA013,2019-11-11,"Chicago, IL",Non-Fatal,Substantial,Airplane,N619AE,Embraer,EMB145,2.0,Turbo Fan,121,0.0,0.0,0.0,41.0,,,41.0
20191119X82056,Incident,DCA20WA016,2019-11-14,"Leipzig, Germany",Non-Fatal,Minor,Airplane,G-CLAE,Boeing,747,,,NUSC,0.0,0.0,0.0,3.0,,,3.0
20191125X51625,Incident,DCA20WA022,2019-11-14,"Lyon, France",,,Airplane,7T-VKR,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200211X94852,Accident,CEN20WA080,2019-11-17,"Malmo, Sweden",Non-Fatal,Substantial,Airplane,SE-LUX,Beech,95-B55,,,129,0.0,0.0,0.0,2.0,,,2.0
20191202X53600,Incident,DCA20WA030,2019-11-21,"Odesa, Ukraine",,Minor,Airplane,TC-JGZ,Boeing,737,,,129,0.0,0.0,0.0,0.0,,,0.0
20191125X61245,Incident,DCA20WA025,2019-11-22,"Pettirossi, Panama",,Minor,Airplane,EC-MNS,Boeing,787,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20191125X34226,Accident,DCA20WA018,2019-11-23,"Bogota, Colombia",Non-Fatal,Substantial,Airplane,YV3012,Boeing,737,,,NUSC,0.0,0.0,0.0,93.0,,,93.0
20191125X41722,Accident,DCA20WA019,2019-11-24,"Gomo, Central Africa",Fatal,Destroyed,Airplane,9S-GNH,Dornier,228,,,NUSC,17.0,0.0,0.0,0.0,,,17.0
20191204X31539,Incident,DCA20WA031,2019-11-28,"Sydney, Australia",,Minor,Airplane,9V-SFO,Boeing,747,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20191130X55947,Accident,ANC20FA007,2019-11-30,"Cooper Landing, AK",Fatal,Destroyed,Airplane,N4087G,Piper,PA-31-350,,,135,3.0,0.0,0.0,0.0,VMC,,3.0
20191203X81852,Accident,CEN20LA028,2019-12-03,"Detroit, MI",Non-Fatal,Substantial,Airplane,N469RJ,Bae,BAE 125 SERIES 800A,2.0,Turbo Fan,135,0.0,0.0,0.0,2.0,VMC,,2.0
20201014102143,Incident,DCA20WA152,2019-12-06,"Paris, France",,,Airplane,7T-VJM,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20191210X12113,Incident,ENG20IA006,2019-12-09,"Keene, NH",Non-Fatal,Minor,Airplane,C-GNON,De Havilland,DHC8,2.0,Turbo Prop,129,0.0,0.0,0.0,18.0,IMC,,18.0
20191210X03219,Accident,CEN20FA032,2019-12-10,"Victoria, TX",Fatal,Destroyed,Airplane,N4602B,Cessna,208,1.0,Turbo Prop,135,1.0,0.0,0.0,0.0,VMC,,1.0
20200325X05113,Accident,ANC20CA037,2019-12-10,"Kwigillingok, AK",Non-Fatal,Substantial,Airplane,N9728M,Cessna,207,1.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20191218X84144,Incident,DCA20WA041,2019-12-11,"Auckland, New Zealand",,Minor,Airplane,9V-SFO,Boeing,747,,,129,0.0,0.0,0.0,0.0,,,0.0
20191218X82112,Accident,DCA20CA040,2019-12-15,"Philadelphia, PA",Non-Fatal,,Airplane,N648AE,Embraer,EMB145,2.0,,121,0.0,0.0,1.0,40.0,VMC,,41.0
20191217X00033,Incident,DCA20WA039,2019-12-16,"Shannon, Ireland",Non-Fatal,,Airplane,N642UA,Boeing,767,2.0,Turbo Fan,121,0.0,0.0,0.0,11.0,,,11.0
20191217X93140,Accident,DCA20CA038,2019-12-16,"Alexandria, LA",Non-Fatal,,Airplane,N805AE,Embraer,EMB 135KL,2.0,,121,0.0,0.0,1.0,38.0,IMC,,39.0
20191220X85302,Accident,DCA20CA043,2019-12-18,"Disputanta, VA",Non-Fatal,,Airplane,N959UW,Embraer,ERJ190,2.0,Turbo Fan,121,0.0,0.0,1.0,47.0,VMC,,48.0
20200107X23239,Incident,CEN20WA056,2019-12-18,"Geneva, Eswatini",Non-Fatal,,Airplane,D-CNMB,Learjet,45,2.0,,NUSC,0.0,0.0,0.0,2.0,,,2.0
20191227X84547,Accident,DCA20CA046,2019-12-19,"Chicago, IL",Non-Fatal,,Airplane,N68802,Boeing,737,2.0,,121,0.0,0.0,1.0,184.0,VMC,,185.0
20191226X73236,Incident,ENG20WA009,2019-12-22,"Mumbai, India",,,Airplane,VT-WJE,Airbus,A320,2.0,Geared Turbofan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200110X80637,Accident,DCA20CA050,2019-12-22,"Kansas City, MO",,Substantial,Airplane,N7739A,Boeing,737,2.0,,121,0.0,0.0,0.0,0.0,VMC,,0.0
20191226X81929,Incident,ENG20WA011,2019-12-23,"Guwahati, India",,,Airplane,VT-WGL,Airbus,A320,2.0,Geared Turbofan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200107X35017,Accident,DCA20LA047,2019-12-23,"Denver, CO",Non-Fatal,Substantial,Airplane,N87513,Boeing,737-824,2.0,,121,0.0,0.0,0.0,178.0,,,178.0
20200309X82804,Incident,ENG20WA019,2019-12-23,"New Chitose Airport (RJCC), Japan",Non-Fatal,,Airplane,B-3203,Embraer,ERJ190,,,129,0.0,0.0,0.0,29.0,,,29.0
20200106X10843,Accident,GAA20WA101,2019-12-24,"Rio Branco, Cerro Largo, Uruguay",Fatal,Substantial,Airplane,CX-BRE-R,Piper,PA25,,,NUSC,1.0,0.0,0.0,0.0,,,1.0
20191224X91219,Incident,DCA20WA044,2019-12-24,"Manchester, United Kingdom",,Minor,Airplane,G-TAWG,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20191230X95852,Accident,CEN20WA045,2019-12-24,"San Rafael, Mexico",,Destroyed,Airplane,XA-TWN,Cessna,208,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200225X55145,Incident,DCA20WA084,2020-01-01,"Mexico City, Mexico",,,Airplane,N687DL,Boeing,757,2.0,,121,0.0,0.0,0.0,0.0,,,0.0
20200121X21657,Accident,WPR20CA069,2020-01-02,"Van Nuys, CA",Non-Fatal,,Airplane,N962SS,Gulfstream,G IV,2.0,Turbo Fan,135,0.0,0.0,1.0,13.0,VMC,,14.0
20200121X51136,Incident,DCA20WA054,2020-01-05,"Halifax, Canada",Non-Fatal,,Airplane,C-FUJR,Boeing,737,,,129,0.0,0.0,0.0,178.0,,,178.0
20200113X90108,Incident,ENG20WA012,2020-01-07,"New Delhi, India",,,Airplane,VT-WGC,Airbus,A320,2.0,Geared Turbofan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200108X01007,Accident,DCA20RA048,2020-01-08,"Tehran, Iran (Islamic Republic of)",Fatal,Destroyed,Airplane,UR-PSR,Boeing,737,,,NUSC,176.0,0.0,0.0,0.0,,,176.0
20200109X21704,Accident,DCA20CA049,2020-01-08,"New York, NY",Non-Fatal,Substantial,Airplane,N929NN,Boeing,737,2.0,Turbo Fan,121,0.0,0.0,0.0,121.0,Unk,,121.0
20200317X25227,Incident,ENG20WA020,2020-01-10,"Antalya, Turkey",Non-Fatal,,Airplane,VQ-BRS,Airbus,A321,,,129,0.0,0.0,0.0,5.0,,,5.0
20200125X54545,Accident,DCA20CA058,2020-01-10,"New Orleans, LA",Non-Fatal,,Airplane,N1902U,Airbus,A320,2.0,Turbo Fan,121,0.0,0.0,1.0,158.0,Unk,,159.0
20200113X34716,Accident,ANC20LA013,2020-01-12,"Fairbanks, AK",Non-Fatal,Substantial,Airplane,N4112K,Piper,PA31,2.0,Reciprocating,135,0.0,0.0,0.0,8.0,VMC,,8.0
20200114X40358,Accident,DCA20WA051,2020-01-12,"Fukuoka, Japan",Non-Fatal,,Airplane,HL8243,Boeing,737,,,NUSC,0.0,0.0,1.0,173.0,,,174.0
20200117X71039,Accident,ANC20LA015,2020-01-16,"Dutch Harbor, AK",Non-Fatal,Substantial,Airplane,N547LM,Beech,200,,,135,0.0,1.0,0.0,2.0,,,3.0
20200213X55551,Accident,DCA20WA079,2020-01-20,"Ciampino, Italy",Non-Fatal,Minor,Airplane,SE-RLC,Boeing,767,,,129,0.0,0.0,0.0,4.0,,,4.0
20200129X03346,Incident,DCA20WA060,2020-01-22,"Sydney, Australia",,,Airplane,N2333U,Boeing,777,,,121,0.0,0.0,0.0,0.0,,,0.0
20200127X40235,Accident,WPR20WA082,2020-01-23,"George, South Africa",Fatal,Substantial,Airplane,ZS-CAR,Cessna,S550,,,129,3.0,0.0,0.0,0.0,,,3.0
20200129X53303,Incident,DCA20WA061,2020-01-23,"Panama City, Panama",Non-Fatal,,Airplane,N703AV,Airbus,A319,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,112.0,,,112.0
20200616X84617,Incident,ENG20WA034,2020-01-23,"Lyon Saint Exupery Airport, France",,,Airplane,F-GRZL,Bombardier,CL600 2C10,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200203X13506,Incident,DCA20WA063,2020-01-30,"Bogota, Colombia",Non-Fatal,Minor,Airplane,XA-LFR,Airbus,A300,,,NUSC,0.0,0.0,0.0,2.0,,,2.0
20200203X10951,Incident,DCA20WA062,2020-01-31,"Dammam, Saudi Arabia",Non-Fatal,Minor,Airplane,TC-MCT,Boeing,747,,,NUSC,0.0,0.0,0.0,3.0,,,3.0
20200210X92231,Incident,DCA20WA073,2020-01-31,"Keflavik, Iceland",,Minor,Airplane,TF-FIA,Boeing,757,2.0,,129,0.0,0.0,0.0,0.0,,,0.0
20200206X73159,Accident,DCA20WA070,2020-02-02,"Los Angeles, CA",Non-Fatal,,Airplane,A6-EON,Airbus,A380,,,129,0.0,0.0,1.0,0.0,,,1.0
20200205X02356,Incident,DCA20WA068,2020-02-03,"Madrid, Spain",,Minor,Airplane,C-GHOZ,Boeing,737,,,129,0.0,0.0,0.0,0.0,,,0.0
20200211X10757,Accident,DCA20CA077,2020-02-03,"Los Angeles, CA",,Substantial,Airplane,N703CK,Boeing,747 412,4.0,,121,0.0,0.0,0.0,0.0,VMC,,0.0
20200424X80354,Incident,ENG20RA030,2020-02-03,"Budapest, Hungary",,,Airplane,VP-BMF,Airbus,A320,,,129,0.0,0.0,0.0,0.0,,,0.0
20200205X32547,Accident,DCA20RA069,2020-02-05,"Istanbul, Turkey",Fatal,Substantial,Airplane,TC-IZK,Boeing,737,,,NUSC,3.0,161.0,19.0,0.0,,,183.0
20200210X53022,Accident,ANC20LA020,2020-02-05,"Hooper Bay, AK",Non-Fatal,Substantial,Airplane,N454SF,Cessna,208,1.0,Turbo Prop,135,0.0,0.0,0.0,8.0,,,8.0
20200206X34831,Accident,ANC20FA017,2020-02-06,"Tuntutuliak, AK",Fatal,Substantial,Airplane,N7632C,Piper,PA32R,1.0,Reciprocating,135,5.0,0.0,0.0,0.0,IMC,,5.0
20200206X90423,Accident,WPR20CA089,2020-02-06,"Eureka, CA",Non-Fatal,Destroyed,Airplane,N24MG,Cessna,208,1.0,Turbo Prop,135,0.0,1.0,0.0,0.0,VMC,,1.0
20200207X52205,Accident,DCA20CA071,2020-02-07,"Waynesville, NC",Non-Fatal,Substantial,Airplane,N610NN,Bombardier,CL-600-2D24,,Turbo Fan,121,0.0,22.0,1.0,51.0,VMC,,74.0
20200207X72541,Accident,ERA20CA095,2020-02-07,"Baltimore, MD",Non-Fatal,Substantial,Airplane,N988FX,Cessna,208,1.0,Turbo Prop,135,0.0,0.0,0.0,1.0,IMC,,1.0
20200210X02215,Incident,DCA20WA074,2020-02-09,"San Jose, Philippines",Non-Fatal,,Airplane,N200UU,Boeing,757,2.0,,121,0.0,0.0,0.0,194.0,,,194.0
20200210X14013,Incident,DCA20WA076,2020-02-09,"London, United Kingdom",,Minor,Airplane,VH-ZND,Boeing,787,,,129,0.0,0.0,0.0,0.0,,,0.0
20200210X83657,Accident,DCA20WA072,2020-02-09,"Komi, Russia",Non-Fatal,Substantial,Airplane,VQ-BPS,Boeing,737,2.0,,129,0.0,0.0,0.0,100.0,,,100.0
20200212X95117,Incident,ENG20LA015,2020-02-12,"Bordeaux, France",Non-Fatal,,Airplane,YL-AAU,Airbus,A220,2.0,,NUSC,0.0,0.0,0.0,154.0,,,154.0
20200225X23418,Accident,DCA20WA086,2020-02-15,"Incheon, Kenya",Non-Fatal,,Airplane,HL8342,Boeing,737,,,NUSC,0.0,2.0,1.0,84.0,,,87.0
20200519X44148,Incident,DCA20WA106,2020-02-17,"Rosario, Argentina",Non-Fatal,Minor,Airplane,LV-CHQ,Embraer,ERJ190,,,NUSC,0.0,0.0,0.0,102.0,,,102.0
20200225X20803,Accident,DCA20WA085,2020-02-25,"Papua, Indonesia",Non-Fatal,Substantial,Airplane,PK-YSG,Boeing,737,,,NUSC,0.0,0.0,0.0,4.0,,,4.0
20200226X41215,Accident,ERA20CA113,2020-02-26,"Farmingdale, NJ",Non-Fatal,Substantial,Airplane,N135LR,Learjet,55,2.0,Turbo Fan,135,0.0,0.0,0.0,5.0,IMC,,5.0
20200319X91719,Incident,DCA20WA094,2020-02-27,"Monterrey, Mexico",,,Airplane,N379DA,Boeing,737,2.0,Turbo Fan,121,0.0,0.0,0.0,0.0,,,0.0
20200413X15324,Incident,DCA20WA099,2020-02-28,"Crawley, United Kingdom",,,Airplane,CN-RGJ,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200304X44715,Incident,DCA20WA089,2020-03-01,"Brazzaville, Central Africa",,,Airplane,CN-RNK,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200305X82724,Accident,CEN20CA119,2020-03-05,"Rhinelander, WI",Non-Fatal,Substantial,Airplane,N706FX,Cessna,208,1.0,Turbo Prop,135,0.0,0.0,1.0,0.0,IMC,,1.0
20200324X75727,Incident,DCA20WA096,2020-03-05,"Apodaca, Mexico",Non-Fatal,,Airplane,N250NN,Embraer,ERJ170-200LR,,,121,0.0,0.0,0.0,52.0,,,52.0
20200312X91006,Accident,DCA20WA093,2020-03-08,"Shannon, Ireland",Non-Fatal,Substantial,Airplane,N477AX,Boeing,767,2.0,Turbo Fan,135,0.0,0.0,0.0,181.0,,,181.0
20200312X61924,Accident,WPR20WA107,2020-03-11,"Lockhart River, Australia",Fatal,Destroyed,Airplane,VH-OZO,Cessna,404,2.0,Reciprocating,NUSC,5.0,0.0,0.0,0.0,,,5.0
20200324X71727,Accident,ERA20WA136,2020-03-13,"Tefe, Brazil",Fatal,Substantial,Airplane,PR-GSG,Cessna,310,2.0,Reciprocating,NUSC,2.0,0.0,0.0,0.0,,,2.0
20200330X80034,Accident,CEN20WA135,2020-03-15,"Tepalcatepec, Michoacan, Mexico",Fatal,Destroyed,Airplane,XB-VOO,Piper,PA25,,,NUSC,1.0,0.0,0.0,0.0,,,1.0
20200317X33838,Accident,CEN20LA122,2020-03-17,"LaCrosse, KS",Fatal,Destroyed,Airplane,N274PM,Cessna,208,1.0,Turbo Prop,135,1.0,0.0,0.0,0.0,IMC,,1.0
20200318X05700,Incident,ENG20WA021,2020-03-18,"TAN SON NHAT INTL AIRPORT, Vietnam",,Minor,Airplane,VN-A392,Airbus,A321,,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200321X14202,Accident,DCA20CA095,2020-03-21,"Las Vegas, NV",Non-Fatal,Substantial,Airplane,N193AN,Boeing,757,2.0,,121,0.0,0.0,0.0,127.0,VMC,,127.0
20200323X80835,Accident,ERA20WA133,2020-03-21,"Eleuthera, Bahamas",Non-Fatal,,Airplane,N14178,Piper,PA23,,,NUSC,0.0,0.0,0.0,3.0,,,3.0
20200330X75540,Incident,ENG20WA029,2020-03-27,"Brussles, Belgium",,Minor,Airplane,D-AZMK,Airbus,A300,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
