Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,People.Count
20081116X33137,Incident,ERA09IA056,2008-11-16,"Philadelphia, PA",Non-Fatal,Minor,Airplane,N326EN,Dehavilland,DHC-8-311,2.0,Turbo Prop,121,0.0,0.0,0.0,38.0,VMC,,38.0
20081120X81325,Accident,ANC09WA013,2008-11-16,"Vancouver, Canada",Fatal,Destroyed,Airplane,C-FPCK,Grumman,G-21A,2.0,Reciprocating,NUSC,7.0,0.0,1.0,0.0,,,8.0
20081124X54353,Accident,CEN09WA073,2008-11-23,"God's Lake Narrows, Canada",Non-Fatal,Destroyed,Airplane,C-FSNA,Beech,A100,2.0,Turbo Prop,NUSC,0.0,5.0,0.0,0.0,VMC,,5.0
20081201X44308,Incident,DCA09IA014,2008-11-26,"Bozeman, MT",Non-Fatal,,Airplane,N862DA,Boeing,777,2.0,Turbo Fan,121,0.0,0.0,0.0,263.0,VMC,,263.0
20081203X44941,Accident,ERA09FA078,2008-12-03,"Rio Grande, PR",Fatal,Destroyed,Airplane,N318WA,Rockwell International,690B,2.0,Turbo Prop,135,3.0,0.0,0.0,0.0,IMC,,3.0
20081216X41655,Accident,CEN09LA093,2008-12-03,"Madison, WI",Non-Fatal,Substantial,Airplane,N782NC,Mcdonnell Douglas,DC-9-50,2.0,Turbo Fan,121,0.0,0.0,0.0,57.0,IMC,,57.0
20081215X14936,Incident,DCA09IA018,2008-12-11,"Greer, SC",Non-Fatal,Minor,Airplane,N924DL,Mcdonnell Douglas,MD88,2.0,Turbo Jet,121,0.0,0.0,0.0,153.0,VMC,,153.0
20090519X40622,Incident,WPR09WA249,2008-12-11,"Kemi, Finland",Non-Fatal,Minor,Airplane,OH-EBE,Embraer,EMB145,2.0,,NUSC,0.0,0.0,0.0,25.0,,,25.0
20081215X93019,Incident,DCA09IA017,2008-12-14,"Philadelphia, PA",Non-Fatal,Minor,Airplane,N407AW,Bombardier,CL-600-2B19,,Turbo Fan,121,0.0,0.0,0.0,3.0,VMC,,3.0
20081217X83220,Incident,CEN09FA094,2008-12-16,"Chicago, IL",Non-Fatal,Minor,Airplane,N511MJ,Bombardier,CL-600-2C10,2.0,Turbo Fan,121,0.0,0.0,0.0,32.0,VMC,,32.0
20081217X04130,Accident,CEN09LA095,2008-12-17,"Madison, WI",Non-Fatal,Substantial,Airplane,N4504B,Cessna,402,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,IMC,,1.0
20081223X70710,Incident,ANC09IA015,2008-12-20,"Sitka, AK",Non-Fatal,,Airplane,N771AS,Boeing,737-4Q8,2.0,Turbo Fan,121,0.0,88.0,0.0,0.0,VMC,,88.0
20081221X14648,Accident,DCA09MA021,2008-12-21,"Denver, CO",Non-Fatal,Substantial,Airplane,N18611,Boeing,737-524,2.0,,121,0.0,41.0,6.0,68.0,VMC,,115.0
20090505X41523,Accident,ERA09LA282,2008-12-21,"Jamestown, NY",Non-Fatal,Substantial,Airplane,N165TW,Dassault/Sud,FAN JET,2.0,Turbo Fan,135,0.0,0.0,0.0,2.0,IMC,,2.0
20090102X60836,Accident,CEN09LA114,2008-12-23,"Rockford, IL",Non-Fatal,Substantial,Airplane,N486EV,Boeing,747-212B,4.0,Turbo Fan,121,0.0,0.0,0.0,3.0,VMC,,3.0
20081224X25658,Incident,WPR09IA065,2008-12-24,"Seattle, WA",Non-Fatal,,Airplane,N516AS,Boeing,737-890,2.0,Turbo Jet,121,0.0,0.0,0.0,141.0,IMC,,141.0
20081229X80551,Accident,DCA09FA022,2008-12-26,"Los Angeles Intl Airport, CA",Non-Fatal,Substantial,Airplane,N9617R,Mcdonnell Douglas,DC-9-83,2.0,Turbo Fan,121,0.0,0.0,0.0,129.0,VMC,,129.0
20081228X24007,Accident,WPR09CA067,2008-12-27,"Rock Springs, WY",Non-Fatal,Substantial,Airplane,N890FE,Cessna,208B,1.0,Turbo Prop,135,0.0,0.0,0.0,1.0,VMC,,1.0
20081229X40417,Accident,CEN09LA106,2008-12-27,"Kansas City, MO",Non-Fatal,,Airplane,N871RW,Embraer,ERJ 170-10,2.0,Turbo Fan,121,0.0,0.0,1.0,76.0,VMC,,77.0
20081228X25156,Accident,WPR09FA068,2008-12-28,"Seattle, WA",Non-Fatal,Substantial,Airplane,N585NW,Boeing,757-351,2.0,Turbo Fan,121,0.0,0.0,0.0,352.0,VMC,,352.0
20090105X33112,Accident,ANC09LA017,2008-12-31,"Hoonah, AK",Non-Fatal,Substantial,Airplane,N39AK,Cessna,207A,1.0,Reciprocating,135,0.0,0.0,0.0,2.0,VMC,,2.0
20090114X61852,Accident,DCA09FA025,2008-12-31,"New York, NY",Non-Fatal,Substantial,Airplane,N844MJ,Embraer,EMB145,2.0,Turbo Fan,121,0.0,0.0,0.0,53.0,IMC,,53.0
20090114X72834,Incident,DCA09WA024,2008-12-31,"Luton Airport, United Kingdom",Non-Fatal,,Airplane,G-EZKB,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20090105X01036,Incident,ENG09IA002,2009-01-02,"Atlanta, GA",Non-Fatal,Minor,Airplane,N864DA,Boeing,777,2.0,Turbo Fan,121,0.0,0.0,0.0,257.0,,,257.0
20090106X53332,Accident,CEN09CA120,2009-01-03,"Brainerd, MN",Non-Fatal,Substantial,Airplane,N70DD,Beech,58,2.0,Reciprocating,135,0.0,0.0,0.0,2.0,VMC,,2.0
20090113X70049,Incident,ENG09RA003,2009-01-06,"Ho Chi Minh City, Vietnam",Non-Fatal,Minor,Airplane,VN-A143,Boeing,777,,,NUSC,0.0,0.0,0.0,332.0,,,332.0
20090112X35356,Incident,DCA09WA023,2009-01-12,"East Anglia, United Kingdom",Non-Fatal,,Airplane,G-EZJK,Boeing,737,2.0,,NUSC,0.0,0.0,0.0,4.0,,,4.0
20090115X73226,Accident,DCA09MA026,2009-01-15,"Weehawken, NJ",Non-Fatal,Substantial,Airplane,N106US,Airbus,A320,2.0,Turbo Fan,121,0.0,0.0,5.0,150.0,,,155.0
20090122X34526,Incident,ERA09IA140,2009-01-23,"Naples, FL",Non-Fatal,,Airplane,N2615G,Cessna,402C,2.0,Reciprocating,135,0.0,0.0,0.0,7.0,VMC,,7.0
20090127X92950,Accident,CEN09MA142,2009-01-27,"Lubbock, TX",Non-Fatal,Substantial,Airplane,N902FX,Aerospatiale Alenia,ATR 42-320,2.0,Turbo Prop,121,0.0,1.0,1.0,0.0,IMC,,2.0
20090203X61030,Accident,ERA09WA153,2009-01-30,"Nassau, Bahamas",Non-Fatal,Substantial,Airplane,C6-DXL,Cessna,421B,2.0,Reciprocating,NUSC,0.0,11.0,0.0,1.0,VMC,,12.0
20090211X65410,Accident,ANC09LA018,2009-02-07,"Atmautluak, AK",Non-Fatal,Substantial,Airplane,N5246D,Cessna,172N,1.0,Reciprocating,135,0.0,4.0,0.0,0.0,VMC,,4.0
20090217X95726,Accident,ERA09WA166,2009-02-07,"Coari, Brazil",Fatal,Destroyed,Airplane,PR-SAE,Embraer,EMB110,2.0,Turbo Prop,NUSC,24.0,4.0,0.0,0.0,,,28.0
20090213X13613,Accident,DCA09MA027,2009-02-13,"Clarence Center, NY",Fatal,Destroyed,Airplane,N200WQ,Bombardier Inc,DHC-8-402,2.0,Turbo Prop,121,49.0,0.0,0.0,0.0,VMC,,49.0
20090214X61509,Accident,ANC09LA019,2009-02-14,"Kotzebue, AK",Non-Fatal,Substantial,Airplane,N440RA,Construcciones Aeronauticas Sa,C-212-CC,2.0,Turbo Prop,135,0.0,0.0,0.0,2.0,IMC,,2.0
20090220X43946,Accident,ANC09LA021,2009-02-19,"Nome, AK",Non-Fatal,Substantial,Airplane,N41185,Piper,PA-31-350,2.0,Reciprocating,135,0.0,5.0,1.0,0.0,IMC,,6.0
20090220X30535,Accident,DCA09WA029,2009-02-20,"Tokyo, Japan",Non-Fatal,,Airplane,N676NW,Boeing,747,,,121,0.0,34.0,4.0,384.0,,,422.0
20090223X03403,Incident,WPR09IA123,2009-02-21,"Salt Lake City, UT",Non-Fatal,Minor,Airplane,N270YV,Embraer,EMB-120ER,2.0,Turbo Prop,121,0.0,0.0,0.0,4.0,VMC,,4.0
20090306X81752,Accident,DCA09WA035,2009-02-23,"Batam, Indonesia",Non-Fatal,Minor,Airplane,PK-LIO,Mcdonnell Douglas,MD90,2.0,,NUSC,0.0,0.0,0.0,162.0,,,162.0
20090225X40933,Accident,CEN09CA175,2009-02-24,"Kansas City, MO",Non-Fatal,Substantial,Airplane,N465NW,Gates Learjet Corp.,35A,2.0,Turbo Fan,135,0.0,0.0,0.0,2.0,VMC,,2.0
20090226X95540,Incident,DCA09WA031,2009-02-24,"Santander, Spain",,,Airplane,EC-IKZ,Bombardier,CL-600,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20090225X82204,Accident,DCA09RA030,2009-02-25,"Amsterdam, Netherlands (the)",Fatal,Destroyed,Airplane,TC-JGE,Boeing,B737-800,2.0,,NUSC,9.0,53.0,27.0,45.0,,,134.0
20090306X84920,Incident,DCA09WA036,2009-02-27,",",Non-Fatal,,Airplane,PK-YTX,Boeing,737,2.0,,NUSC,0.0,0.0,0.0,131.0,,,131.0
20090303X74824,Accident,DCA09FA033,2009-02-28,"Tallahassee, FL",Non-Fatal,Substantial,Airplane,N830AS,Bombardier,CRJ,2.0,,121,0.0,0.0,0.0,2.0,,,2.0
20090304X40552,Accident,ERA09WA180,2009-03-02,"San Miguel, Venezuela",Fatal,Destroyed,Airplane,YV-2129,Beech,BE-100,2.0,,NUSC,6.0,0.0,0.0,0.0,IMC,,6.0
20090305X25029,Accident,DCA09WA034,2009-03-04,"Niigata, Japan",Non-Fatal,,Airplane,FGSPD,Boeing,777,2.0,,NUSC,0.0,0.0,2.0,275.0,,,277.0
20090312X34256,Accident,CEN09LA206,2009-03-10,"Aberdeen, SD",Non-Fatal,Substantial,Airplane,N402BP,Cessna,402B,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,IMC,,1.0
20090314X10623,Accident,ANC09LA023,2009-03-14,"Healy, AK",Non-Fatal,Substantial,Airplane,N6478V,Helio,H-295,1.0,Reciprocating,135,0.0,0.0,0.0,3.0,VMC,,3.0
20090319X45005,Accident,ANC09LA025,2009-03-14,"Buckland, AK",Non-Fatal,Substantial,Airplane,N4112K,Piper,PA-31-350,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20090323X01952,Accident,DCA09RA041,2009-03-23,"Narita, Japan",Fatal,Destroyed,Airplane,N526FE,Mcdonnell Douglas,MD11,,,121,2.0,0.0,0.0,0.0,,,2.0
20090325X03924,Accident,WPR09FA165,2009-03-23,"Henderson, NV",Non-Fatal,Substantial,Airplane,N257NA,Beech,200,2.0,Turbo Prop,135,0.0,0.0,0.0,4.0,VMC,,4.0
20090414X52749,Incident,DCA09WA044,2009-03-25,"Trelew, Argentina",Non-Fatal,,Airplane,LV-VBZ,Mcdonnell Douglas,MD88,,,NUSC,0.0,0.0,0.0,71.0,,,71.0
20090401X82602,Accident,ERA09LA224,2009-03-28,"Atlanta, GA",Non-Fatal,Minor,Airplane,N941DL,Mcdonnell Douglas,MD88,2.0,Turbo Jet,121,0.0,0.0,1.0,136.0,IMC,,137.0
20090403X22132,Incident,ERA09FA228,2009-04-03,"Northport, FL",Non-Fatal,Minor,Airplane,N509SR,Cirrus Design Corp,SR22,1.0,Reciprocating,135,0.0,0.0,0.0,3.0,VMC,,3.0
20090410X73921,Accident,ANC09LA030,2009-04-10,"Nunapitchuk, AK",Non-Fatal,Substantial,Airplane,N43551,Piper,PA-32-300,1.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20090618X13510,Accident,WPR09WA292,2009-04-11,"Vientiane, Latvia",Non-Fatal,Substantial,Airplane,RDPL-34144,Cessna,208,1.0,,NUSC,0.0,0.0,0.0,13.0,,,13.0
20090414X35813,Accident,ERA09WA241,2009-04-13,"Concepcion, Saint Barthelemy",Fatal,Destroyed,Airplane,CP-1373,Cessna,210,1.0,,NUSC,4.0,0.0,0.0,0.0,VMC,,4.0
20090420X32315,Accident,ERA09WA253,2009-04-17,"Canaima, Venezuela",Fatal,Substantial,Airplane,YV1181,Cessna,208,1.0,,NUSC,1.0,5.0,6.0,0.0,VMC,,12.0
20090828X50844,Incident,DCA09WA075,2009-04-17,"Batco, Chile",Non-Fatal,,Airplane,N384WA,Mcdonnell Douglas,MD11,3.0,,121,0.0,0.0,0.0,5.0,,,5.0
20090421X81417,Accident,CEN09LA256,2009-04-18,"McAllen, TX",Non-Fatal,,Airplane,N27722,Boeing,737-724,2.0,Turbo Jet,121,0.0,3.0,1.0,105.0,VMC,,109.0
20090422X00452,Accident,WPR09FA212,2009-04-20,"Moab, UT",Non-Fatal,Substantial,Airplane,N367N,Cessna,T210L,1.0,Reciprocating,135,0.0,0.0,0.0,6.0,VMC,,6.0
20090424X50554,Accident,DCA09FA045,2009-04-20,"New York, NY",Non-Fatal,Substantial,Airplane,CN-RNT,Boeing,767,2.0,Turbo Fan,129,0.0,0.0,0.0,220.0,VMC,,220.0
20090422X95319,Accident,WPR09LA211,2009-04-21,"Phoenix, AZ",Non-Fatal,Substantial,Airplane,N449YV,De Havilland,DHC-8,2.0,Turbo Prop,121,0.0,0.0,0.0,17.0,VMC,,17.0
20090426X54652,Accident,ERA09LA266,2009-04-26,"San Juan, PR",Non-Fatal,Substantial,Airplane,N136FS,Douglas,DC3,2.0,Reciprocating,135,0.0,0.0,0.0,4.0,VMC,,4.0
20090427X02120,Incident,ERA09IA267,2009-04-27,"Nantucket, MA",Non-Fatal,Minor,Airplane,N769EA,Cessna,402C,2.0,Reciprocating,135,0.0,0.0,0.0,9.0,VMC,,9.0
20090505X04553,Accident,DCA09FA047,2009-05-04,"Denver, CO",Non-Fatal,Substantial,Airplane,N311US,Airbus,A320,2.0,Turbo Fan,121,0.0,4.0,0.0,150.0,VMC,,154.0
20090506X83403,Accident,ANC09LA038,2009-05-06,"Bethel, AK",Non-Fatal,Substantial,Airplane,N629SP,Cessna,TU206,1.0,Reciprocating,135,0.0,1.0,0.0,0.0,VMC,,1.0
20090507X00926,Accident,DCA09FA048,2009-05-06,"Baltimore, MD",Non-Fatal,Substantial,Airplane,N139WA,Boeing,DC-10,3.0,Turbo Fan,121,0.0,11.0,1.0,168.0,VMC,,180.0
20090518X75604,Incident,ENG09WA005,2009-05-11,"Johannesburg, South Africa",,,Airplane,G-BYGA,Boeing,747-436,4.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20090513X31333,Incident,CEN09IA294,2009-05-13,"Houston, TX",Non-Fatal,Minor,Airplane,N371SW,Boeing,737,2.0,Turbo Fan,121,0.0,2.0,0.0,51.0,VMC,,53.0
20090520X95252,Accident,ANC09LA047,2009-05-16,"Kaktovic, AK",Non-Fatal,Substantial,Airplane,N295SC,Helio,H-295,1.0,Reciprocating,135,0.0,0.0,0.0,3.0,VMC,,3.0
20090724X12005,Accident,ERA09LA418,2009-05-16,"Cuba, Cuba",Non-Fatal,,Airplane,N657DL,Boeing,757,2.0,Turbo Fan,121,0.0,4.0,1.0,184.0,IMC,,189.0
20090518X11549,Accident,WPR09FA246,2009-05-17,"Burlington, WA",Non-Fatal,Substantial,Airplane,N70323,Cessna,172,1.0,Reciprocating,135,0.0,1.0,0.0,3.0,VMC,,4.0
20090527X25328,Accident,DCA09CA051,2009-05-20,"San Juan, PR",Non-Fatal,,Airplane,N129DL,Boeing,767 332,2.0,Turbo Fan,121,0.0,4.0,1.0,263.0,VMC,,268.0
20090522X80352,Accident,WPR09LA255,2009-05-21,"Los Angeles, CA",Non-Fatal,Substantial,Airplane,N843AE,Embraer,EMB-135,2.0,,121,0.0,0.0,0.0,47.0,VMC,,47.0
20090624X02042,Incident,DCA09IA055,2009-05-22,"Los Cayes, Haiti",Non-Fatal,,Airplane,PT-MVB,Airbus,A330,2.0,Turbo Fan,129,0.0,0.0,0.0,176.0,VMC,,176.0
20090525X51624,Accident,ERA09FA304,2009-05-25,"Yeehaw Junction, FL",Non-Fatal,Substantial,Airplane,N8001V,Beech,C90A,2.0,Turbo Prop,135,0.0,0.0,0.0,4.0,VMC,,4.0
20090813X05748,Incident,DCA09WA073,2009-05-28,"Cagliari Airport, Italy",,,Airplane,I-SMEB,Boeing,MD82,2.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20090601X10341,Incident,OPS09IA005,2009-05-29,"Charlotte, NC",,,Airplane,N257PS,Bombardier Inc,CL-600-2B1,2.0,Turbo Fan,135,0.0,0.0,0.0,0.0,VMC,,0.0
20090601X72555,Accident,DCA09RA052,2009-06-01,"Atlantic, France",Fatal,Destroyed,Airplane,F-GZCP,Airbus,A330,2.0,,NUSC,228.0,0.0,0.0,0.0,,,228.0
20090604X25647,Incident,OPS09IA006,2009-06-01,"Chicago, IL",Non-Fatal,,Airplane,,Mcdonnell Douglas,MD80,2.0,,121,0.0,0.0,0.0,324.0,VMC,,324.0
20090612X13814,Incident,OPS09IA007,2009-06-03,"Cleveland, OH",Non-Fatal,,Airplane,N16963,Embraer,EMB-145LR,2.0,Turbo Fan,135,0.0,0.0,0.0,163.0,VMC,,163.0
20090626X74656,Incident,DCA09WA058,2009-06-05,"Taipei, Taiwan, Taiwan (Province of China)",Non-Fatal,Minor,Airplane,JA-613J,Boeing,767,2.0,,NUSC,0.0,0.0,0.0,210.0,,,210.0
20090608X70545,Accident,CEN09CA343,2009-06-06,"Englewood, CO",Non-Fatal,Substantial,Airplane,N37127,Cessna,404,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20090608X75821,Accident,ANC09CA051,2009-06-06,"Talkeetna, AK",Non-Fatal,Substantial,Airplane,N7796Y,Piper,PA-18-150,1.0,Reciprocating,135,0.0,0.0,0.0,2.0,VMC,,2.0
20090627X83323,Accident,DCA09WA059,2009-06-09,"Khartoum, South Sudan",Non-Fatal,Substantial,Airplane,HZ-ANB,Mcdonnell Douglas,MD11,3.0,,NUSC,0.0,0.0,0.0,4.0,VMC,,4.0
20090610X65600,Incident,ENG09IA007,2009-06-10,"Denver, CO",Non-Fatal,Minor,Airplane,N570UA,Boeing,757-222,2.0,Turbo Jet,121,0.0,0.0,0.0,192.0,,,192.0
20090611X13753,Incident,ERA09IA338,2009-06-11,"Atlanta, GA",Non-Fatal,Minor,Airplane,N857AS,Bombardier Inc,CL-600-2B1,2.0,Turbo Fan,121,0.0,0.0,0.0,22.0,VMC,,22.0
20091015X93904,Incident,ENG09WA021,2009-06-12,"Marrakesh Airport, Macao",,,Airplane,CN-RMX,Boeing,737,2.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20090902X43902,Incident,ENG09WA013,2009-06-13,"Florence, Italy",Non-Fatal,,Airplane,OY-MRG,,,,,NUSC,0.0,0.0,0.0,2.0,,,2.0
20090826X84257,Incident,ENG09IA011,2009-06-14,"Diyarbakir, OF",Non-Fatal,,Airplane,TC-TLA,Boeing,737,2.0,Turbo Fan,NUSC,0.0,2.0,0.0,0.0,VMC,,2.0
20090616X44104,Accident,ERA09LA352,2009-06-15,"Islesboro, ME",Non-Fatal,Substantial,Airplane,N33243,Cessna,U206F,1.0,Reciprocating,135,0.0,1.0,0.0,0.0,VMC,,1.0
20090625X71751,Accident,CEN09LA388,2009-06-15,"Rapid City, SD",Non-Fatal,,Airplane,N4490M,Beech,B100,2.0,Turbo Prop,135,0.0,4.0,1.0,0.0,VMC,,5.0
20090818X32949,Incident,WPR09RA402,2009-06-15,"Keflavik, Iceland",,Minor,Airplane,TF FIA,Boeing,757,2.0,,129,0.0,0.0,0.0,0.0,,,0.0
20090629X84637,Incident,DCA09WA062,2009-06-19,"North Bay, Canada",Non-Fatal,,Airplane,SP-LPA,Boeing,767,2.0,,NUSC,0.0,0.0,0.0,216.0,,,216.0
20090706X72654,Incident,DCA09IA064,2009-06-23,"Kagoshima, Japan",Non-Fatal,,Airplane,N805NW,Airbus,A330-323,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,217.0,IMC,,217.0
20090806X31035,Incident,OPS09IA009,2009-06-26,"Cleveland, OH",Non-Fatal,,Airplane,N375PH,Bombardier Inc,DHC-8-202,2.0,Turbo Prop,121,0.0,0.0,0.0,66.0,VMC,,66.0
20090628X32005,Accident,DCA09WA063,2009-06-29,"Moroni, China",Fatal,Destroyed,Airplane,7O-ADJ,Airbus,A310,2.0,,NUSC,152.0,0.0,1.0,0.0,,,153.0
20090715X22949,Accident,ANC09LA064,2009-07-07,"Skwentna, AK",Non-Fatal,Substantial,Airplane,N777YA,Douglas,DC-3C,2.0,Reciprocating,135,0.0,0.0,0.0,3.0,VMC,,3.0
20090712X94532,Accident,ERA09LA396,2009-07-10,"Fort Myers, FL",Non-Fatal,,Airplane,N606JB,Airbus,A320-232,2.0,Turbo Fan,121,0.0,2.0,2.0,149.0,VMC,,153.0
20090715X44125,Accident,ANC09LA065,2009-07-11,"Akiachak, AK",Non-Fatal,Substantial,Airplane,N225BL,Noorduyn,UC-64A,1.0,Reciprocating,135,0.0,0.0,0.0,2.0,VMC,,2.0
20090724X34459,Accident,CEN09LA461,2009-07-11,"Indianapolis, IN",Non-Fatal,,Airplane,N120HQ,Embraer-Empresa Brasileira De,ERJ 170-20,2.0,Turbo Fan,121,0.0,0.0,1.0,83.0,IMC,,84.0
20090714X83900,Accident,DCA09FA065,2009-07-13,"Charleston, WV",Non-Fatal,Substantial,Airplane,N387SW,Boeing,737,2.0,,121,0.0,0.0,0.0,131.0,,,131.0
20090715X50046,Accident,ANC09CA066,2009-07-13,"Yakutat, AK",Non-Fatal,Substantial,Airplane,N93CA,Beech,G18S,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20090730X12915,Incident,ENG09IA009,2009-07-15,"Charlotte (CLT), NC",Non-Fatal,Minor,Airplane,N506AU,Boeing,737-3B7,2.0,Turbo Fan,121,0.0,0.0,0.0,0.0,,,0.0
20090721X62037,Incident,DCA09WA066,2009-07-20,"Keflavik, Iceland",Non-Fatal,Minor,Airplane,N658UA,Boeing,767,2.0,,121,0.0,0.0,0.0,2.0,VMC,,2.0
20090723X00731,Accident,ANC09LA072,2009-07-22,"Iliamna, AK",Non-Fatal,Substantial,Airplane,N68088,Dehavilland,BEAVER DHC-2,1.0,Reciprocating,135,0.0,0.0,0.0,5.0,VMC,,5.0
20090728X71721,Accident,DCA09FA068,2009-07-27,"Norfolk, VA",Non-Fatal,,Airplane,N135HQ,Embraer,EMB170,2.0,Turbo Fan,121,0.0,1.0,1.0,85.0,VMC,,87.0
20090925X65328,Incident,CEN09IA606,2009-07-31,"Traverse City, MI",Non-Fatal,,Airplane,N452XJ,Saab,340B,2.0,Turbo Prop,121,0.0,0.0,0.0,33.0,VMC,,33.0
20090806X94850,Accident,DCA09WA070,2009-08-01,"Nairobi, Kenya",Fatal,Destroyed,Airplane,5Y-LMB,Cessna,U206,1.0,,NUSC,1.0,2.0,1.0,0.0,VMC,,4.0
20090820X30146,Incident,DCA09WA074,2009-08-02,"Barcelona, Spain",,,Airplane,G-CPEM,Boeing,757,2.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20090810X21314,Incident,DCA09IA071,2009-08-03,"Bavaro, Las Americas",Non-Fatal,,Airplane,N76156,Boeing,767-224,2.0,Turbo Jet,121,0.0,33.0,0.0,146.0,VMC,,179.0
20090805X42956,Accident,DCA09CA069,2009-08-04,"Louisville, KY",Non-Fatal,Minor,Airplane,N8543F,Bombardier Inc,CL-600-2B19,2.0,Turbo Fan,121,0.0,1.0,1.0,25.0,IMC,,27.0
20090910X94141,Incident,ENG09WA015,2009-08-05,"Paris ORLY, France",,Minor,Airplane,EC-ICQ,Airbus,A320,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20090806X21108,Accident,ERA09LA444,2009-08-06,"Fayetteville, NC",Non-Fatal,,Airplane,N328EN,Boeing Of Canada/Dehav Div,DHC-8-311,2.0,Turbo Prop,121,0.0,0.0,1.0,32.0,VMC,,33.0
20090811X50316,Accident,DCA09WA072,2009-08-10,"Tokyo, Japan",Non-Fatal,Substantial,Airplane,JA56AN,Boeing,737,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,153.0,,,153.0
20090817X40557,Accident,ANC09LA083,2009-08-16,"McCarthy, AK",Non-Fatal,Substantial,Airplane,N8209U,Cessna,185,1.0,Reciprocating,135,0.0,0.0,0.0,4.0,VMC,,4.0
20091216X03724,Incident,ENG10WA006,2009-08-19,"Coca, Ecuador, Spain",,Minor,Airplane,HC-CFD,Boeing,737-236,,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20090826X11036,Incident,ENG09WA012,2009-08-21,"Launceton, Tasmania, Australia",Non-Fatal,,Airplane,VH-VOC,Boeing,737,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,2.0,,,2.0
20090825X64630,Accident,CEN09LA541,2009-08-23,"Kremmling, CO",Non-Fatal,,Airplane,N802QS,Cessna,CE-560,2.0,Turbo Fan,135,0.0,0.0,0.0,8.0,VMC,,8.0
20090827X70720,Accident,ERA09WA486,2009-08-26,"La Tortuga, Venezuela",Non-Fatal,Substantial,Airplane,YV1182,Cessna,208,1.0,,NUSC,0.0,2.0,0.0,11.0,VMC,,13.0
20090828X61756,Accident,ERA09LA488,2009-08-27,"Inverness, FL",Non-Fatal,,Airplane,N994AT,Boeing,717-200,2.0,Turbo Jet,121,0.0,0.0,1.0,85.0,IMC,,86.0
20090828X73416,Accident,WPR09LA422,2009-08-27,"Show Low, AZ",Non-Fatal,Substantial,Airplane,N4600Q,Cessna,210K,1.0,Reciprocating,135,0.0,0.0,0.0,2.0,VMC,,2.0
20090921X05830,Accident,ERA09LA529,2009-08-29,"Unknown,",,Substantial,Airplane,N367PH,Bombardier Inc,DHC-8-202,2.0,Turbo Prop,121,0.0,0.0,0.0,0.0,,,0.0
20090910X53412,Incident,ENG09IA017,2009-09-03,"Nassau, Bahamas",Non-Fatal,Minor,Airplane,N258JB,Embraer,ERJ 190-100 IGW,2.0,Turbo Fan,121,0.0,6.0,0.0,0.0,,,6.0
20090909X82446,Incident,ENG09IA014,2009-09-08,"Los Angeles, CA",Non-Fatal,Minor,Airplane,N670SW,Boeing,737,2.0,Turbo Fan,121,0.0,0.0,0.0,142.0,VMC,,142.0
20090910X95942,Incident,ENG09IA016,2009-09-08,"St. Johns, Canada",,Minor,Airplane,N840MH,Boeing,767 432ER,,,121,0.0,0.0,0.0,0.0,Unk,,0.0
20090915X12034,Accident,ERA09LA523,2009-09-15,"Sheffield, MA",Non-Fatal,Destroyed,Airplane,N336DN,Cessna,208,1.0,Turbo Prop,135,0.0,0.0,0.0,6.0,VMC,,6.0
20090918X20657,Accident,ANC09LA102,2009-09-16,"Lime Village, AK",Non-Fatal,Substantial,Airplane,N2594M,Piper,PA-12,1.0,Reciprocating,135,0.0,0.0,0.0,2.0,VMC,,2.0
20091019X30130,Incident,ENG09WA022,2009-09-17,"Copenhagen, Denmark",,,Airplane,G-EUPL,Airbus,A319,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20090918X00417,Accident,ANC09LA104,2009-09-18,"Savoonga, AK",Non-Fatal,Substantial,Airplane,N349TA,Casa,212-200,2.0,Turbo Prop,135,0.0,0.0,0.0,2.0,VMC,,2.0
