Event.Id,Accident.Number,Event.Date,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,People.Count,City,Region,Latitude,Longitude,Make:Model,Severity_Score,New.Severity.Score,Fatality
20130509X82017,ENG13RA026,5/6/13,2.0,Turbo Fan,0,0,0,55,55,Osaka,Japan,36.9514,-82.8144,Bombardier-CL600,100.0,100.0,Non-Fatal
20130517X14847,DCA13CA091,5/9/13,2.0,Turbo Fan,0,0,1,119,120,Dallas,Texas,32.7935,-96.7667,Airbus320,101.66666666666666,100.83333333333333,Non-Fatal
20130511X04905,WPR13IA226,5/10/13,2.0,Turbo Fan,0,0,0,59,59,Phoenix,Arizona,33.5722,-112.0892,Boeing737,100.0,100.0,Non-Fatal
20130528X00922,ENG13WA030,5/25/13,,,0,0,0,235,235,Moscow,Russia,55.755826,37.6173,Boeing777,100.0,100.0,Non-Fatal
20130708X40148,DCA13WA123,6/7/13,,,0,0,0,49,49,Shanghai,China,31.230416,121.473701,Embraer-EMB145,100.0,100.0,Non-Fatal
20130614X14844,DCA13CA106,6/13/13,2.0,Turbo Fan,0,0,0,156,156,Nashville,Tennessee,36.1715,-86.7842,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20130707X83745,DCA13MA120,7/6/13,2.0,Turbo Fan,3,137,50,117,307,San Francisco,California,37.7558,-122.4449,Boeing777,646.9055374592834,208.46905537459284,Fatal-3
20130712X61436,DCA13CA128,7/12/13,2.0,Turbo Jet,0,0,1,278,279,Atlanta,Georgia,33.7628,-84.422,Boeing777,100.7168458781362,100.35842293906809,Non-Fatal
20130723X13256,DCA13FA131,7/22/13,2.0,Turbo Fan,0,8,0,141,149,Flushing,New York,43.0637,-83.8403,Boeing737,159.06040268456377,110.73825503355705,Non-Fatal
20130814X24242,DCA13WA134,7/31/13,,,0,14,1,130,145,Batopilas,Mexico,27.030387,-107.736234,Boeing737,207.5862068965517,120.0,Non-Fatal
20130930X75500,WPR13LA431,9/29/13,2.0,Turbo Prop,0,2,1,58,61,Reno,Nevada,39.5497,-119.8483,Bombardier-DHC8-402,139.34426229508196,108.19672131147541,Non-Fatal
20131018X11441,ENG14IA001,10/15/13,2.0,Turbo Fan,0,0,0,150,150,Greenville,Texas,34.8354,-82.3646,Airbus319,100.0,100.0,Non-Fatal
20131121X13345,DCA14CA014,10/18/13,2.0,Turbo Fan,0,0,1,227,228,Houston,Texas,29.786,-95.3885,Boeing767,100.87719298245614,100.43859649122805,Non-Fatal
20131028X02723,DCA14WA005,10/22/13,2.0,Turbo Fan,0,0,0,176,176,Providenciales,Tokelau,-9.2002,-171.848,Boeing757,100.0,100.0,Non-Fatal
20140106X40632,DCA14CA031,11/25/13,2.0,Turbo Prop,0,0,0,40,40,Philadelphia,Pennsylvania,40.0077,-75.1339,Dehavilland-DHC8,100.0,100.0,Non-Fatal
20131205X11728,DCA14WA019,12/5/13,,,0,0,0,203,203,Madrid,Spain,40.416775,-3.70379,Boeing767,100.0,100.0,Non-Fatal
20131224X22946,ENG14IA005,12/23/13,2.0,Turbo Fan,0,0,0,107,107,St. Louis,Missouri,38.6359,-90.2451,Boeing737,100.0,100.0,Non-Fatal
20140109X32656,DCA14CA034,1/4/14,2.0,Turbo Fan,0,0,0,180,180,Las Vegas,Nevada,36.2333,-115.2654,Boeing737,100.0,100.0,Non-Fatal
20140110X14059,DCA14CA035,1/9/14,2.0,Turbo Fan,0,0,1,144,145,Nashville,Tennessee,36.1715,-86.7842,Boeing737,101.3793103448276,100.6896551724138,Non-Fatal
20140110X15754,DCA14CA036,1/10/14,2.0,Unknown,0,0,1,140,141,Atlanta,Georgia,33.7628,-84.422,Boeing757,101.41843971631208,100.70921985815602,Non-Fatal
20140112X11328,DCA14IA037,1/13/14,2.0,Turbo Fan,0,0,0,131,131,Branson,Missouri,36.6509,-93.2636,Boeing737,100.0,100.0,Non-Fatal
20140203X35450,DCA14CA051,1/31/14,2.0,Turbo Fan,0,0,0,144,144,Atlanta,Georgia,33.7628,-84.422,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20140211X00047,DCA14FA058,2/5/14,2.0,Turbo Jet,0,0,0,44,44,Memphis,Tennessee,35.1087,-89.9663,Embraer-EMB145,100.0,100.0,Non-Fatal
20140212X03156,DCA14LA060,2/17/14,2.0,Turbo Fan,0,10,2,107,119,Kaycee,Wyoming,43.7101,-106.6371,Boeing737,195.7983193277311,118.4873949579832,Non-Fatal
20140507X51410,DCA14CA090,3/5/14,2.0,Turbo Fan,0,0,1,186,187,San Diego,California,32.8313,-117.1222,Boeing737,101.06951871657756,100.53475935828877,Non-Fatal
20140308X91420,DCA14RA076,3/8/14,,,239,0,0,0,239,Kuala Lampur,Malaysia,3.13192,101.684059,Boeing777,2500.0,400.0,Fatal-239
20140314X21725,DCA14MA081,3/13/14,2.0,Turbo Fan,0,0,0,154,154,Philadelphia,Pennsylvania,40.0077,-75.1339,Airbus320,100.0,100.0,Non-Fatal
20140320X53321,DCA14CA083,3/17/14,2.0,Turbo Fan,0,0,1,264,265,Seattle,Washington,47.6211,-122.3244,Airbus330,100.75471698113208,100.37735849056604,Non-Fatal
20140515X92350,DCA14CA093,5/12/14,2.0,Turbo Fan,0,0,0,166,166,Boston,Massachusetts,42.3188,-71.0852,McdonnellDouglas:MD-90,100.0,100.0,Non-Fatal
20140529X04134,CEN14LA262,5/28/14,2.0,Turbo Jet,0,0,0,45,45,Traverse City,Michigan,44.7546,-85.6038,Embraer-EMB135KL,100.0,100.0,Non-Fatal
20140619X52159,DCA14CA120,6/17/14,2.0,,0,0,1,143,144,Dallas,Texas,32.7935,-96.7667,Boeing737,101.38888888888889,100.69444444444444,Non-Fatal
20140620X45424,DCA14FA122,6/20/14,2.0,Turbo Fan,0,4,0,77,81,Kabul,Afghanistan,34.555349,69.207486,Boeing767,154.320987654321,109.87654320987654,Non-Fatal
20140714X45633,ENG14IA019,7/11/14,2.0,Turbo Fan,0,0,0,208,208,Los Angeles,California,34.1141,-118.4068,Boeing767,100.0,100.0,Non-Fatal
20140718X92314,DCA14RA127,7/17/14,,,295,0,0,0,295,Hrabove,Ukraine,48.14803,38.647853,Boeing777,2500.0,400.0,Fatal-295
20140806X21104,DCA14LA137,7/30/14,2.0,Turbo Fan,0,0,0,174,174,San Diego,California,32.8313,-117.1222,Boeing757,100.0,100.0,Non-Fatal
20140814X52213,CEN14LA430,8/9/14,2.0,Turbo Fan,0,0,0,80,80,San Antonio,Texas,29.4632,-98.5238,Bombardier-CL600,100.0,100.0,Non-Fatal
20140829X32709,DCA14CA157,8/18/14,2.0,Turbo Fan,0,0,1,220,221,Reykjavik,Iceland,64.146987,-21.940755,Boeing767,100.9049773755656,100.4524886877828,Non-Fatal
20140826X64917,CEN14CA455,8/22/14,2.0,Turbo Fan,0,1,1,52,54,Hemphill,Texas,31.3431,-93.8511,Embraer-ERJ170,124.07407407407408,105.55555555555556,Non-Fatal
20140828X43935,DCA14CA155,8/27/14,2.0,Turbo Fan,0,0,1,55,56,Columbus,Ohio,39.9862,-82.9855,Embraer-ERJ170,103.57142857142858,101.78571428571428,Non-Fatal
20140910X20543,ENG14RA024,9/6/14,2.0,Turbo Fan,0,0,0,365,365,Lahore,Pakistan,31.52037,74.358747,Airbus330,100.0,100.0,Non-Fatal
20140918X21722,DCA14CA161,9/16/14,2.0,Turbo Fan,0,0,0,172,172,Miami,Florida,25.784,-80.2101,Boeing757,100.0,100.0,Non-Fatal
20140918X52311,ENG14IA028,9/18/14,2.0,Turbo Fan,0,0,0,147,147,Long Beach,California,33.7977,-118.167,Airbus320,100.0,100.0,Non-Fatal
20140922X14716,ENG14IA027,9/21/14,4.0,Turbo Fan,0,0,0,333,333,Atlanta,Georgia,33.7628,-84.422,Boeing747,100.0,100.0,Non-Fatal
20141003X84008,DCA15WA002,10/3/14,2.0,Turbo Fan,0,1,1,248,250,Buenos Aires,Argentina,-34.603684,-58.381559,Boeing777,105.2,101.2,Non-Fatal
20141006X73012,DCA15FA004,10/5/14,2.0,Turbo Fan,0,0,0,228,228,Jamaica,New York,41.8454,-94.307,Embraer-EMB145,100.0,100.0,Non-Fatal
20141023X80357,DCA15CA012,10/23/14,,,0,0,0,272,272,Minneapolis,Minnesota,44.9635,-93.2678,Embraer-ERJ170,100.0,100.0,Non-Fatal
20141211X62917,DCA15CA035,11/24/14,2.0,Turbo Fan,0,12,1,146,159,Valdosta,Georgia,30.8502,-83.2788,Boeing737,184.2767295597484,115.72327044025157,Non-Fatal
20150116X52840,DCA15CA050,12/11/14,2.0,Turbo Fan,0,0,1,80,81,San Jose,California,37.3012,-121.848,Boeing737,102.46913580246914,101.23456790123457,Non-Fatal
20141217X43728,DCA15CA037,12/13/14,,Turbo Fan,0,0,0,145,145,Baltimore,Maryland,39.3051,-76.6144,Boeing737,100.0,100.0,Non-Fatal
20141223X05119,DCA15WA041,12/16/14,2.0,,0,10,2,243,255,Ishikawa,Japan,36.326032,136.528965,Boeing777,144.70588235294116,108.62745098039215,Non-Fatal
20150211X14605,CEN15LA140,2/10/15,2.0,Turbo Fan,0,1,0,55,56,Houston,Texas,29.786,-95.3885,Embraer-ERJ190,119.64285714285714,103.57142857142858,Non-Fatal
20150219X14806,DCA15LA067,2/15/15,,,0,4,1,245,250,Honolulu,Hawaii,21.3294,-157.846,Boeing767,118.4,103.60000000000001,Non-Fatal
20150219X82450,OPS15IA011,2/18/15,2.0,Turbo Fan,0,0,0,113,113,Chicago,Illinois,41.8375,-87.6866,Embraer-EMB145,100.0,100.0,Non-Fatal
20150305X42958,DCA15FA085,3/5/15,,Turbo Fan,0,0,0,132,132,New York,New York,40.6943,-73.9249,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20150314X74553,DCA15IA089,3/14/15,2.0,Turbo Fan,0,0,0,41,41,Chicago,Illinois,41.8375,-87.6866,Bombardier-CL600,100.0,100.0,Non-Fatal
20150422X71127,DCA15CA108,3/20/15,2.0,Turbo Prop,0,0,0,53,53,Springfield,Missouri,42.1155,-72.5395,Embraer-EMB145,100.0,100.0,Non-Fatal
20150506X41316,DCA15CA118,5/4/15,2.0,Turbo Fan,0,0,0,79,79,Phoenix,Arizona,33.5722,-112.0892,Bombardier-CL600,100.0,100.0,Non-Fatal
20150511X92031,CEN15IA225,5/5/15,2.0,Turbo Fan,0,0,0,136,136,New Orleans,Louisiana,30.0687,-89.9288,Airbus319,100.0,100.0,Non-Fatal
20150523X13659,DCA15CA125,5/23/15,2.0,Turbo Fan,0,0,1,146,147,Atlanta,Georgia,33.7628,-84.422,Airbus320,101.36054421768708,100.68027210884354,Non-Fatal
20150618X30530,DCA15CA136,5/27/15,2.0,Turbo Fan,0,1,1,197,199,Windsor Locks,Connecticut,41.924292,-72.645447,Boeing777,106.53266331658293,101.50753768844221,Non-Fatal
20150608X90730,DCA15CA129,6/8/15,2.0,Turbo Fan,0,7,1,137,145,St Petersburg,Florida,27.767127,-82.638445,McdonnellDouglas:MD-80,154.48275862068965,110.34482758620689,Non-Fatal
20150611X74851,DCA15CA131,6/10/15,2.0,Turbo Fan,0,4,1,75,80,Mccook,Nebraska,40.2046,-100.6216,Bombardier-CL600,157.5,111.25,Non-Fatal
20150717X41748,DCA15CA152,6/29/15,2.0,Turbo Fan,0,0,1,155,156,Boston,Massachusetts,42.3188,-71.0852,Airbus320,101.28205128205128,100.64102564102564,Non-Fatal
20150805X75232,CEN15IA337,8/5/15,2.0,Turbo Fan,0,0,0,148,148,Denver,Colorado,39.762,-104.8758,Boeing737,100.0,100.0,Non-Fatal
20150812X63537,WPR15LA239,8/7/15,2.0,Turbo Fan,0,0,1,65,66,South Lake Tahoe,California,38.9393,-119.9828,Embraer-E175,103.03030303030305,101.51515151515152,Non-Fatal
20150811X22104,OPS15IA020,8/8/15,2.0,Turbo Fan,0,0,0,124,124,Max,Nebraska,47.8204,-101.2911,Airbus320,100.0,100.0,Non-Fatal
20150818X14949,DCA15LA173,8/15/15,2.0,Turbo Fan,0,0,0,159,159,Charlotte,North Carolina,35.2083,-80.8303,Airbus321,100.0,100.0,Non-Fatal
20150824X02325,DCA15CA176,8/23/15,2.0,Turbo Fan,0,0,0,147,147,Oakland,California,37.7904,-122.2166,Boeing737,100.0,100.0,Non-Fatal
20150921X31350,DCA15WA188,9/5/15,2.0,,7,0,0,112,119,Tambacounda,Singapore,1.352083,103.819836,Boeing737,241.17647058823528,117.64705882352942,Fatal-7
20150908X35241,DCA15FA185,9/8/15,2.0,Turbo Fan,0,19,1,150,170,Las Vegas,Nevada,36.2333,-115.2654,Boeing777,224.11764705882356,122.94117647058825,Non-Fatal
20150923X00156,DCA15WA198,9/16/15,,,0,0,0,279,279,Miami,Florida,25.784,-80.2101,Boeing777,100.0,100.0,Non-Fatal
20151005X22228,DCA16CA001,10/1/15,2.0,Turbo Fan,0,4,2,73,79,Nassau,Bahamas,45.0677,-96.4417,Airbus319,160.75949367088606,112.65822784810126,Non-Fatal
20151005X35533,ENG16IA001,10/2/15,4.0,Turbo Fan,0,0,0,367,367,Russian Airspace,Japan,36.204824,138.252924,Boeing747,100.0,100.0,Non-Fatal
20151022X65901,DCA16CA008,10/9/15,2.0,Turbo Fan,0,0,1,147,148,Pound Ridge,New York,41.208442,-73.57482,Boeing737,101.35135135135135,100.67567567567568,Non-Fatal
20151023X50751,DCA16CA009,10/21/15,2.0,Turbo Fan,0,0,1,166,167,Dallas,Texas,32.7935,-96.7667,Boeing757,101.19760479041918,100.59880239520957,Non-Fatal
20151026X81321,DCA16CA010,10/24/15,2.0,Turbo Fan,0,1,1,183,185,Plevna,Kansas,46.4184,-104.5186,Boeing737,107.02702702702702,101.62162162162163,Non-Fatal
20151027X61915,DCA16WA012,10/26/15,,,0,0,0,102,102,Johannesburg,South Africa,35.3719,-117.6419,Boeing737,100.0,100.0,Non-Fatal
20151029X44249,DCA16FA013,10/29/15,,Turbo Fan,0,21,1,79,101,Fort Lauderdale,Florida,26.1412,-80.1464,Boeing767,330.6930693069307,142.57425742574256,Non-Fatal
20151107X52955,DCA16CA021,11/7/15,2.0,Turbo Fan,0,0,1,220,221,Beaumont,Texas,30.0849,-94.1451,Boeing787,100.9049773755656,100.4524886877828,Non-Fatal
20151130X61148,DCA16CA026,11/29/15,2.0,Turbo Fan,0,0,1,147,148,St Louis,Missouri,38.627003,-90.199404,Boeing737,101.35135135135135,100.67567567567568,Non-Fatal
20151216X41606,DCA16LA032,12/15/15,2.0,Turbo Fan,0,0,0,138,138,Nashville,Tennessee,36.1715,-86.7842,Boeing737,100.0,100.0,Non-Fatal
20151223X30310,DCA16IA036,12/19/15,2.0,Turbo Fan,0,0,0,153,153,Seattle,Washington,47.6211,-122.3244,Boeing737,100.0,100.0,Non-Fatal
20160119X20258,DCA16CA053,12/23/15,2.0,Turbo Fan,0,0,1,141,142,Charlotte,North Carolina,35.2083,-80.8303,Boeing737,101.40845070422534,100.70422535211267,Non-Fatal
20160119X15230,DCA16CA052,12/26/15,2.0,Turbo Fan,0,0,1,147,148,San Diego,California,32.8313,-117.1222,Boeing737,101.35135135135135,100.67567567567568,Non-Fatal
20160106X80332,DCA16CA041,1/3/16,2.0,Turbo Fan,0,0,1,71,72,Raleigh,North Carolina,35.8324,-78.6429,Embraer-ERJ170,102.77777777777776,101.38888888888889,Non-Fatal
20160126X75122,DCA16CA070,1/24/16,2.0,Turbo Fan,0,0,0,153,153,Newark,New Jersey,40.7245,-74.1725,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20160129X24835,DCA16CA077,1/28/16,2.0,Turbo Fan,0,0,1,143,144,Titusville,Florida,28.5727,-80.8193,Boeing737,101.38888888888889,100.69444444444444,Non-Fatal
20160216X30252,DCA16CA089,2/14/16,2.0,Turbo Fan,0,0,1,104,105,Minneapolis,Minnesota,44.9635,-93.2678,Airbus319,101.9047619047619,100.95238095238095,Non-Fatal
20160218X94149,DCA16CA094,2/17/16,2.0,Turbo Fan,0,0,0,155,155,Detroit,Michigan,42.3834,-83.1024,Boeing737,100.0,100.0,Non-Fatal
20160224X73028,DCA16WA097,2/23/16,,,0,2,1,162,165,Chitose,Japan,42.821287,141.651013,Boeing737,114.54545454545456,103.03030303030303,Non-Fatal
20160225X34423,DCA16WA101,2/24/16,2.0,Turbo Fan,0,0,0,100,100,,Mexico,23.634501,-102.552784,Boeing737,100.0,100.0,Non-Fatal
20160609X10842,DCA16CA181,3/15/16,2.0,Turbo Fan,0,0,1,133,134,Port Arthur,Texas,29.8554,-93.9264,Boeing737,101.49253731343283,100.74626865671641,Non-Fatal
20160401X43647,DCA16WA118,3/28/16,,,0,0,0,115,115,Bilbao,Spain,43.263013,-2.934985,Airbus320,100.0,100.0,Non-Fatal
20160407X42047,DCA16WA126,4/4/16,,,0,3,0,51,54,Jakarta,Indonesia,-6.194449,106.82292,Boeing737,161.11111111111111,111.11111111111111,Non-Fatal
20160421X61715,DCA16WA138,4/10/16,2.0,,0,0,0,202,202,Chiang Mai,Thailand,18.788344,98.985301,Boeing737,100.0,100.0,Non-Fatal
20160415X02200,DCA16CA133,4/14/16,2.0,Turbo Fan,0,0,0,121,121,San Diego,California,32.8313,-117.1222,Boeing737,100.0,100.0,Non-Fatal
20160506X50951,DCA16WA144,5/2/16,,,0,0,0,151,151,Prishtina,Suriname,3.919305,-56.027783,Boeing737,100.0,100.0,Non-Fatal
20160510X42347,DCA16WA149,5/3/16,,,0,0,0,111,111,Ulaanbaatar,Madagascar,-18.766947,46.869107,Boeing737,100.0,100.0,Non-Fatal
20160516X92239,DCA16CA153,5/14/16,2.0,Turbo Fan,0,0,1,140,141,Philadelphia,Pennsylvania,40.0077,-75.1339,Airbus320,101.41843971631208,100.70921985815602,Non-Fatal
20160531X90157,DCA16WA166,5/25/16,,,0,0,0,65,65,Boston,Massachusetts,42.3188,-71.0852,Embraer-ERJ190,100.0,100.0,Non-Fatal
20160531X92718,DCA16WA167,5/27/16,,,0,1,0,169,170,Tokyo,Japan,35.676423,139.650027,Boeing737,106.47058823529412,101.17647058823529,Non-Fatal
20160614X04330,DCA16CA182,6/5/16,2.0,Turbo Fan,0,0,1,185,186,Las Vegas,Nevada,36.2333,-115.2654,Boeing737,101.0752688172043,100.53763440860214,Non-Fatal
20160723X91246,DCA16CA202,6/12/16,2.0,Turbo Fan,0,0,1,109,110,Jamaica,New York,41.8454,-94.307,Airbus321,101.8181818181818,100.9090909090909,Non-Fatal
20160627X21034,DCA16CA193,6/26/16,,,0,0,1,177,178,New Orleans,Louisiana,30.0687,-89.9288,Boeing737,101.12359550561798,100.56179775280899,Non-Fatal
20160707X02944,ENG16IA027,7/7/16,,Turbo Fan,0,0,0,157,157,Jamaica,New York,41.8454,-94.307,Boeing757,100.0,100.0,Non-Fatal
20160708X61700,DCA16IA200,7/8/16,2.0,Turbo Fan,0,0,0,129,129,Rapid City,South Dakota,44.0716,-103.2204,Airbus320,100.0,100.0,Non-Fatal
20160805X50153,DCA16CA208,7/26/16,2.0,Turbo Fan,0,0,1,52,53,Cleveland,Ohio,41.4764,-81.6805,Embraer-ERJ170,103.77358490566036,101.88679245283019,Non-Fatal
20160805X51304,DCA16CA209,8/3/16,2.0,,0,7,1,121,129,Grand Cayman Island,Cayman Islands,19.32217,-81.240869,Airbus319,161.24031007751938,111.62790697674419,Non-Fatal
20160805X44633,DCA16CA207,8/5/16,2.0,Turbo Fan,0,0,0,134,134,Baltimore,Maryland,39.3051,-76.6144,Boeing737,100.0,100.0,Non-Fatal
20160811X81653,DCA16CA211,8/10/16,2.0,Turbo Fan,0,0,0,168,168,New York,New York,40.6943,-73.9249,Boeing737,100.0,100.0,Non-Fatal
20160812X71506,DCA16IA215,8/12/16,2.0,Turbo Fan,0,27,0,124,151,Wood,South Dakota,43.4971,-100.4802,Airbus320,296.6887417218543,135.76158940397352,Non-Fatal
20160822X94859,DCA16CA214,8/17/16,2.0,Turbo Fan,0,0,1,141,142,Waco,Texas,31.5599,-97.1882,Boeing737,101.40845070422534,100.70422535211267,Non-Fatal
20160827X31134,DCA16FA217,8/27/16,2.0,Turbo Fan,0,0,0,104,104,Pensacola,Florida,30.4413,-87.1911,Boeing737,100.0,100.0,Non-Fatal
20161011X51744,DCA17CA005,10/5/16,2.0,,0,0,1,178,179,Denver,Colorado,39.762,-104.8758,Boeing737,101.1173184357542,100.5586592178771,Non-Fatal
20161027X90500,DCA17WA012,10/10/16,,,0,0,0,108,108,Surabaya,Indonesia,-7.257472,112.752088,Boeing737,100.0,100.0,Non-Fatal
20161027X90950,ENG17IA003,10/26/16,2.0,Turbo Fan,0,0,0,120,120,Seattle,Washington,47.6211,-122.3244,Airbus330,100.0,100.0,Non-Fatal
20161027X20715,DCA17IA020,10/27/16,2.0,Turbo Fan,0,0,0,48,48,New York,New York,40.6943,-73.9249,Boeing737,100.0,100.0,Non-Fatal
20161028X72837,DCA17FA021,10/28/16,2.0,Turbo Fan,0,20,1,149,170,Chicago,Illinois,41.8375,-87.6866,Boeing767,230.5882352941176,124.11764705882354,Non-Fatal
20170419X83518,DCA17CA096,11/21/16,2.0,Turbo Fan,0,0,1,109,110,Hopewell,Virginia,37.2915,-77.2985,Boeing717,101.8181818181818,100.9090909090909,Non-Fatal
20161208X21155,ENG17IA006,11/29/16,2.0,Turbo Fan,0,0,0,73,73,Kansas,Illinois,36.2053,-94.7888,Bombardier-CL600,100.0,100.0,Non-Fatal
20171012X93230,DCA17WA219,12/2/16,,,0,0,0,200,200,Nagpur,India,21.1458,79.088155,Boeing737,100.0,100.0,Non-Fatal
20161205X55455,ENG17IA005,12/4/16,2.0,Turbo Fan,0,1,0,54,55,San Antonio,Texas,29.4632,-98.5238,Embraer-ERJ170,120.0,103.63636363636364,Non-Fatal
20161208X45131,DCA17WA035,12/4/16,,,0,0,5,351,356,Lajes Terceira Island,Portugal,38.762513,-27.105885,Boeing777,102.80898876404494,101.40449438202248,Non-Fatal
20161216X60544,DCA17CA042,12/14/16,2.0,Turbo Fan,0,0,1,102,103,Denver,Colorado,39.762,-104.8758,Boeing737,101.94174757281552,100.97087378640776,Non-Fatal
20161227X90219,DCA17WA047,12/27/16,,,0,10,0,151,161,Dabolim,India,15.390198,73.854704,Boeing737,168.32298136645963,112.4223602484472,Non-Fatal
20170111X53648,DCA17WA053,1/10/17,2.0,Turbo Fan,0,0,0,182,182,Bournemouth,United Kingdom,50.72201,-1.866717,Boeing737,100.0,100.0,Non-Fatal
20170124X45041,ENG17IA008,1/23/17,2.0,Turbo Fan,0,0,0,51,51,Baltimore,Maryland,39.3051,-76.6144,Bombardier-CL600,100.0,100.0,Non-Fatal
20170222X74447,DCA17WA070,2/11/17,,,0,0,0,365,365,Jeddah,Saudi Arabia,21.485811,39.192505,Boeing777,100.0,100.0,Non-Fatal
20170224X03359,DCA17CA072,2/12/17,2.0,Turbo Fan,0,0,0,143,143,Phoenix,Arizona,33.5722,-112.0892,Boeing737,100.0,100.0,Non-Fatal
20170222X80758,DCA17CA071,2/13/17,1.0,Turbo Prop,0,0,1,52,53,Dulles,Virginia,38.963911,-77.449627,Bombardier-DHC8-311,103.77358490566036,101.88679245283019,Non-Fatal
20170216X44213,DCA17CA064,2/15/17,2.0,Turbo Fan,0,0,0,48,48,Charlotte,North Carolina,35.2083,-80.8303,Bombardier-CL600,100.0,100.0,Non-Fatal
20170301X74824,DCA17WA073,2/28/17,2.0,Turbo Fan,0,0,0,217,217,Azraq,Jordan,31.834932,36.814306,Boeing767,100.0,100.0,Non-Fatal
20170331X95128,DCA17CA087,3/6/17,2.0,Turbo Fan,0,0,1,120,121,Los Angeles,California,34.1141,-118.4068,Airbus319,101.65289256198346,100.82644628099173,Non-Fatal
20170308X73155,DCA17FA076,3/8/17,2.0,Turbo Jet,0,1,0,115,116,Ypsilanti,Michigan,42.244,-83.6208,McdonnellDouglas:MD-80,109.48275862068964,101.72413793103448,Non-Fatal
20170317X92137,DCA17CA079,3/10/17,2.0,Turbo Fan,0,0,1,106,107,Dallas-Fort Worth,Texas,32.899809,-97.040335,McdonnellDouglas:MD-80,101.86915887850468,100.93457943925233,Non-Fatal
20170320X74630,ENG17IA017,3/19/17,2.0,Turbo Fan,0,0,0,163,163,Dayton,Ohio,39.7805,-84.2003,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20170328X20623,DCA17WA080,3/27/17,,,0,0,0,185,185,Ardabil,Iran,38.243176,48.297612,Boeing737,100.0,100.0,Non-Fatal
20170424X40402,DCA17WA097,4/17/17,,,0,0,0,358,358,Amsterdam,Netherlands,52.367573,4.904139,Boeing777,100.0,100.0,Non-Fatal
20170508X85232,DCA17CA111,5/2/17,2.0,Turbo Fan,0,0,1,154,155,Boston,Massachusetts,42.3188,-71.0852,Airbus320,101.29032258064515,100.64516129032258,Non-Fatal
20170523X12020,DCA17LA122,5/21/17,2.0,Turbo Fan,0,0,0,186,186,Raleigh,North Carolina,35.8324,-78.6429,Boeing757,100.0,100.0,Non-Fatal
20170523X15143,DCA17CA123,5/22/17,2.0,Turbo Fan,0,2,1,139,142,South Toledo Bend,Texas,31.1568,-93.6074,Airbus319,116.90140845070422,103.52112676056338,Non-Fatal
20170530X51257,DCA17WA126,5/23/17,,,0,0,0,135,135,Multan,Pakistan,30.157458,71.524915,Boeing777,100.0,100.0,Non-Fatal
20170608X90705,ENG17IA027,6/3/17,2.0,Turbo Fan,0,0,0,67,67,Washington D.C.,,38.9047,-77.0163,Boeing737,100.0,100.0,Non-Fatal
20170607X22245,ENG17IA026,6/7/17,4.0,Turbo Fan,0,0,0,326,326,Tokyo,Japan,35.676423,139.650027,Boeing747,100.0,100.0,Non-Fatal
20170612X10422,ENG17IA028,6/10/17,2.0,Turbo Fan,0,0,0,64,64,Chicago,Illinois,41.8375,-87.6866,Bombardier-CL600,100.0,100.0,Non-Fatal
20170615X11123,DCA17WA141,6/13/17,,,0,0,0,67,67,Jakarta,Indonesia,-6.194449,106.82292,Boeing737,100.0,100.0,Non-Fatal
20170625X04604,DCA17LA145,6/23/17,2.0,Turbo Fan,0,0,0,199,199,Atlanta,Georgia,33.7628,-84.422,Airbus321,100.0,100.0,Non-Fatal
20170703X71412,DCA17CA147,7/1/17,2.0,Turbo Fan,0,0,0,189,189,Chicago,Illinois,41.8375,-87.6866,Airbus321,100.0,100.0,Non-Fatal
20170720X54038,DCA17WA154,7/1/17,,,0,0,1,261,262,Fukushima,Japan,37.383437,140.183252,Boeing787,100.76335877862594,100.38167938931298,Non-Fatal
20170712X12448,DCA17LA182,7/2/17,2.0,Turbo Fan,0,0,0,59,59,Denver,Colorado,39.762,-104.8758,Bombardier-CL600,100.0,100.0,Non-Fatal
20170810X64739,DCA17WA170,7/3/17,2.0,,0,0,0,156,156,Cali,Colombia,3.451647,-76.531985,Airbus320,100.0,100.0,Non-Fatal
20170721X61556,DCA17CA155,7/20/17,2.0,Turbo Fan,0,3,1,45,49,Minneapolis,Minnesota,44.9635,-93.2678,Embraer-ERJ170,171.42857142857142,114.28571428571428,Non-Fatal
20170814X24811,DCA17WA174,8/1/17,,,0,3,3,213,219,Singapore,,1.352083,103.819836,Boeing777,117.8082191780822,104.10958904109589,Non-Fatal
20170810X12419,DCA17WA168,8/1/17,2.0,,0,0,0,146,146,Tijuana,Mexico,32.514947,-117.038247,Boeing737,100.0,100.0,Non-Fatal
20170810X65552,DCA17WA171,8/10/17,,,0,0,0,164,164,Bacau,Romania,46.567044,26.914575,Boeing737,100.0,100.0,Non-Fatal
20170814X31931,DCA17WA176,8/13/17,2.0,Turbo Fan,0,1,0,218,219,London,United Kingdom,39.8935,-83.4375,Boeing767,105.02283105022832,100.91324200913243,Non-Fatal
