Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,People.Count,Make:Model,City,Region,Severity_Score,extracted_value
20050817X01269,DFW05IA200B,2005-08-03,"Denver, CO",Incident,N472UA,2.0,Turbo Fan,0.0,0.0,0.0,324.0,324.0,Airbus320,Denver,Colorado,100.0,Airbus
20050817X01269,DFW05IA200A,2005-08-03,"Denver, CO",Incident,N496UA,2.0,Turbo Fan,0.0,0.0,0.0,324.0,324.0,Airbus320,Denver,Colorado,100.0,Airbus
20050927X01540,LAX05IA312,2005-09-21,"Los Angeles, CA",Incident,N536JB,2.0,Turbo Jet,0.0,0.0,0.0,146.0,146.0,Airbus320,Los Angeles,California,100.0,Airbus
20061015X01521,NYC06LA222A,2006-09-08,"New York, NY",Non-Fatal,C-GJTA,2.0,Turbo Fan,0.0,0.0,0.0,179.0,179.0,Airbus319,New York,New York,100.0,Airbus
20070426X00458,CHI07FA020A,2006-11-07,"Chicago, IL",Non-Fatal,N428UA,2.0,Turbo Fan,0.0,0.0,0.0,216.0,216.0,Airbus320,Chicago,Illinois,100.0,Airbus
20071023X01635,CHI08IA026,2007-10-09,"Chicago, IL",Incident,N431UA,2.0,Turbo Fan,0.0,0.0,2.0,125.0,127.0,Airbus320,Chicago,Illinois,103.14960629921259,Airbus
20071023X01634,CHI08IA022,2007-10-20,"Fargo, ND",Incident,N331NW,2.0,Turbo Jet,0.0,0.0,0.0,138.0,138.0,Airbus320,Fargo,North Dakota,100.0,Airbus
20080107X00025,SEA08LA051,2007-12-25,"Honolulu, HI",Non-Fatal,N819NW,2.0,Turbo Fan,0.0,1.0,3.0,291.0,295.0,Airbus330,Honolulu,Hawaii,105.76271186440678,Airbus
20080125X00103,CHI08LA071,2008-01-09,"Detroit, MI",Non-Fatal,N349NB,2.0,Turbo Fan,0.0,0.0,0.0,73.0,73.0,Airbus319,Detroit,Michigan,100.0,Airbus
20080122X00081,DCA08WA026,2008-01-10,"Penicton, Canada",Non-Fatal,C-GBHZ,,,0.0,11.0,0.0,77.0,88.0,Airbus319,Penicton,Canada,237.5,Airbus
20080514X00667,DCA08IA033,2008-01-25,"Newark, NJ",Non-Fatal,N462UA,2.0,Turbo Fan,0.0,0.0,0.0,107.0,107.0,Airbus320,Newark,New Jersey,100.0,Airbus
20080312X00305,DCA08IA044,2008-02-26,"Jackson, WY",Non-Fatal,N442UA,,Turbo Fan,0.0,1.0,0.0,124.0,125.0,Airbus320,Jackson,Wyoming,108.80000000000001,Airbus
20080604X00782,DCA08RA068,2008-05-30,"Tegucgalpa, Honduras",Fatal,EI-TAF,,,3.0,5.0,0.0,126.0,134.0,Airbus320,Tegucgalpa,Honduras,194.77611940298507,Airbus
20081003X16302,DCA08WA072,2008-06-10,"Khartoum, South Sudan",Fatal,ST-ATN,,,30.0,0.0,0.0,184.0,214.0,Airbus310,Khartoum,South Sudan,436.44859813084116,Airbus
20080729X01123,DEN08IA123,2008-07-24,"Denver, CO",Non-Fatal,C-FYJP,2.0,Turbo Fan,0.0,0.0,0.0,99.0,99.0,Airbus319,Denver,Colorado,100.0,Airbus
20081031X50731,DCA09WA005,2008-10-07,"Learmonth Aerodome, Australia",Non-Fatal,VH-QPA,2.0,,0.0,0.0,22.0,293.0,315.0,Airbus330,Learmonth Aerodome,Australia,113.96825396825396,Airbus
20081027X75039,DCA09FA004,2008-10-20,"Phoenix, AZ",Non-Fatal,N448UA,2.0,Turbo Fan,0.0,0.0,0.0,162.0,162.0,Airbus320,Phoenix,Arizona,100.0,Airbus
20090115X73226,DCA09MA026,2009-01-15,"Weehawken, NJ",Non-Fatal,N106US,2.0,Turbo Fan,0.0,0.0,5.0,150.0,155.0,Airbus320,Weehawken,New Jersey,106.4516129032258,Airbus
20090505X04553,DCA09FA047,2009-05-04,"Denver, CO",Non-Fatal,N311US,2.0,Turbo Fan,0.0,4.0,0.0,150.0,154.0,Airbus320,Denver,Colorado,128.57142857142858,Airbus
20090624X02042,DCA09IA055,2009-05-22,"Los Cayes, Haiti",Non-Fatal,PT-MVB,2.0,Turbo Fan,0.0,0.0,0.0,176.0,176.0,Airbus330,Los Cayes,Haiti,100.0,Airbus
20090601X72555,DCA09RA052,2009-06-01,"Atlantic, France",Fatal,F-GZCP,2.0,,228.0,0.0,0.0,0.0,228.0,Airbus330,Atlantic,France,2500.0,Airbus
20090706X72654,DCA09IA064,2009-06-23,"Kagoshima, Japan",Non-Fatal,N805NW,2.0,Turbo Fan,0.0,0.0,0.0,217.0,217.0,Airbus330,Kagoshima,Japan,100.0,Airbus
20090628X32005,DCA09WA063,2009-06-29,"Moroni, China",Fatal,7O-ADJ,2.0,,152.0,0.0,1.0,0.0,153.0,Airbus310,Moroni,China,2485.62091503268,Airbus
20090712X94532,ERA09LA396,2009-07-10,"Fort Myers, FL",Non-Fatal,N606JB,2.0,Turbo Fan,0.0,2.0,2.0,149.0,153.0,Airbus320,Fort Myers,Florida,116.99346405228759,Airbus
20091022X00120,DCA10IA001,2009-10-21,"Minneapolis, MN",Non-Fatal,N374NW,2.0,Turbo Fan,0.0,0.0,0.0,152.0,152.0,Airbus320,Minneapolis,Minnesota,100.0,Airbus
20091117X55556,CEN10IA053,2009-11-15,"Kansas City, MO",Non-Fatal,N924FR,2.0,Turbo Fan,0.0,0.0,0.0,130.0,130.0,Airbus319,Kansas City,Missouri,100.0,Airbus
20100112X10853,DCA10IA021,2010-01-10,"Newark, NJ",Non-Fatal,N816UA,2.0,Turbo Jet,0.0,3.0,0.0,50.0,53.0,Airbus319,Newark,New Jersey,162.26415094339623,Airbus
20100312X84023,ERA10CA174,2010-03-11,"Titusville, FL",Non-Fatal,N319NB,2.0,Turbo Fan,0.0,2.0,1.0,114.0,117.0,Airbus319,Titusville,Florida,120.51282051282051,Airbus
20100503X82523,ENG10IA026,2010-04-05,"Newark, NJ",Non-Fatal,N535JB,2.0,Turbo Fan,0.0,0.0,0.0,140.0,140.0,Airbus320,Newark,New Jersey,100.0,Airbus
20100512X53621,DCA10RA059,2010-05-12,"Tripoli, Libya",Fatal,5A-ONG,,Turbo Fan,103.0,0.0,1.0,0.0,104.0,Airbus330,Tripoli,Libya,2478.846153846154,Airbus
20100525X02508,OPS10IA196,2010-05-21,"Anchorage, AK",Non-Fatal,N810AW,2.0,Turbo Jet,0.0,0.0,0.0,140.0,140.0,Airbus319,Anchorage,Alaska,100.0,Airbus
20100606X02721,ERA10LA299,2010-06-05,"Charlotte, NC",Non-Fatal,N277AY,2.0,Turbo Fan,0.0,0.0,0.0,454.0,454.0,Airbus330,Charlotte,North Carolina,100.0,Airbus
20100803X33417,DCA10WA081,2010-07-28,"Islamabad, Pakistan",Fatal,AP-BCB,2.0,Turbo Fan,157.0,0.0,0.0,0.0,157.0,Airbus321,Islamabad,Pakistan,2500.0,Airbus
20100827X20401,WPR10IA430,2010-08-26,"Sacramento, CA",Non-Fatal,N590JB,2.0,Turbo Fan,0.0,7.0,0.0,84.0,91.0,Airbus320,Sacramento,California,184.6153846153846,Airbus
20100916X50512,OPS10IA574,2010-09-16,"Minneapolis, MN",Non-Fatal,N122US,2.0,Turbo Fan,0.0,0.0,0.0,190.0,190.0,Airbus320,Minneapolis,Minnesota,100.0,Airbus
20111031X44724,ENG12RA005,2010-09-24,"Palermo (Sicily), Italy",Non-Fatal,EI-EDM,,,0.0,35.0,0.0,95.0,130.0,Airbus319,Palermo (Sicily),Italy,396.1538461538462,Airbus
20110219X32035,ERA11CA152,2011-02-19,"North Fayston, VT",Non-Fatal,N706JB,2.0,Turbo Fan,0.0,1.0,1.0,117.0,119.0,Airbus320,North Fayston,Vermont,110.92436974789916,Airbus
20110404X21934,DCA11IA040,2011-04-04,"New Orleans, LA",Non-Fatal,N409UA,2.0,Turbo Fan,0.0,0.0,0.0,109.0,109.0,Airbus320,New Orleans,Louisiana,100.0,Airbus
20110412X23201,DCA11LA045,2011-04-12,"Jamaica, NY",Non-Fatal,F-HPJD,4.0,Turbo Fan,0.0,0.0,0.0,576.0,576.0,Airbus380,Jamaica,New York,100.0,Airbus
20110426X03427,ERA11LA266,2011-04-25,"New York, NY",Non-Fatal,N807NW,2.0,Turbo Fan,0.0,0.0,1.0,275.0,276.0,Airbus330,New York,New York,100.72463768115942,Airbus
20110510X01046,DCA11FA053,2011-05-09,"Chillicothe, MO",Non-Fatal,N801UA,2.0,Turbo Fan,0.0,0.0,1.0,124.0,125.0,Airbus319,Chillicothe,Missouri,101.6,Airbus
20110917X35742,CEN11IA649,2011-09-17,"Chicago, IL",Non-Fatal,C-FGYL,2.0,Turbo Fan,0.0,0.0,0.0,140.0,140.0,Airbus320,Chicago,Illinois,100.0,Airbus
20120224X25922,DCA12CA043,2011-11-10,"Minneapolis, MN",Non-Fatal,N331NW,2.0,Turbo Fan,0.0,0.0,0.0,150.0,150.0,Airbus320,Minneapolis,Minnesota,100.0,Airbus
20120302X22622,DCA12FA046,2012-02-24,"Millville, NJ",Non-Fatal,N162UW,2.0,Turbo Fan,0.0,0.0,1.0,188.0,189.0,Airbus321,Millville,New Jersey,101.05820105820106,Airbus
20120417X44353,DCA12CA062,2012-04-15,"Buena Vista, CO",Non-Fatal,N808AW,2.0,Turbo Jet,0.0,1.0,2.0,95.0,98.0,Airbus319,Buena Vista,Colorado,115.3061224489796,Airbus
20120511X73555,DCA12FA069,2012-05-10,"Fort Lauderdale, FL",Non-Fatal,N951FR,2.0,Turbo Fan,0.0,0.0,1.0,142.0,143.0,Airbus319,Fort Lauderdale,Florida,101.3986013986014,Airbus
20130604X82231,ENG12WA038,2012-05-27,"CAM RANH, Vietnam, Vietnam",Non-Fatal,VN-A356,2.0,Turbo Fan,0.0,0.0,0.0,91.0,91.0,Airbus321,Cam Ranh,"Vietnam, Vietnam",100.0,Airbus
20120612X01249,DCA12CA088,2012-06-11,"Minneapolis, MN",Non-Fatal,N352NW,2.0,Turbo Fan,0.0,0.0,1.0,149.0,150.0,Airbus320,Minneapolis,Minnesota,101.33333333333334,Airbus
20120621X34639,DCA12IA096,2012-06-17,"Las Vegas, NV",Non-Fatal,N552JB,2.0,Turbo Fan,0.0,0.0,0.0,154.0,154.0,Airbus320,Las Vegas,Nevada,100.0,Airbus
20121101X94754,ENG12WA036,2012-08-03,"Rome, Italy",Non-Fatal,EI-IMS,2.0,Turbo Fan,0.0,0.0,0.0,100.0,100.0,Airbus319,Rome,Italy,100.0,Airbus
20120811X13221,DCA12CA122,2012-08-10,"Dulles, VA",Non-Fatal,D-AIKE,2.0,Turbo Fan,0.0,0.0,0.0,270.0,270.0,Airbus330,Dulles,Virginia,100.0,Airbus
20120924X32520,DCA12CA149,2012-09-18,"Sophia, NC",Non-Fatal,N273AY,2.0,Turbo Fan,0.0,0.0,1.0,158.0,159.0,Airbus330,Sophia,North Carolina,101.25786163522012,Airbus
20121228X00153,ENG13RA009,2012-12-20,"Phuket, Thailand",Non-Fatal,D-ABXA,2.0,,0.0,0.0,0.0,257.0,257.0,Airbus330,Phuket,Thailand,100.0,Airbus
20130118X53100,DCA13LA039,2013-01-17,"Miami, FL",Non-Fatal,LV-BMT,4.0,Turbo Fan,0.0,0.0,0.0,397.0,397.0,Airbus340,Miami,Florida,100.0,Airbus
20130408X10949,DCA13FA071,2013-04-05,"Las Vegas, NV",Non-Fatal,N560UW,2.0,Turbo Fan,0.0,0.0,0.0,192.0,192.0,Airbus321,Las Vegas,Nevada,100.0,Airbus
20130502X52359,DCA13FA082,2013-05-01,"Newark, NJ",Non-Fatal,LN-RKO,2.0,Turbo Fan,0.0,0.0,0.0,290.0,290.0,Airbus330,Newark,New Jersey,100.0,Airbus
20130517X14847,DCA13CA091,2013-05-09,"Dallas, TX",Non-Fatal,N327NW,2.0,Turbo Fan,0.0,0.0,1.0,119.0,120.0,Airbus320,Dallas,Texas,101.66666666666666,Airbus
20131018X11441,ENG14IA001,2013-10-15,"Greenville, TX",Non-Fatal,N516NK,2.0,Turbo Fan,0.0,0.0,0.0,150.0,150.0,Airbus319,Greenville,Texas,100.0,Airbus
20140314X21725,DCA14MA081,2014-03-13,"Philadelphia, PA",Non-Fatal,N113UW,2.0,Turbo Fan,0.0,0.0,0.0,154.0,154.0,Airbus320,Philadelphia,Pennsylvania,100.0,Airbus
20140320X53321,DCA14CA083,2014-03-17,"Seattle, PO",Non-Fatal,N803NW,2.0,Turbo Fan,0.0,0.0,1.0,264.0,265.0,Airbus330,Seattle,PO,100.75471698113208,Airbus
20140910X20543,ENG14RA024,2014-09-06,"Lahore, Pakistan, Pakistan",Non-Fatal,AP-BKN,2.0,Turbo Fan,0.0,0.0,0.0,365.0,365.0,Airbus330,Lahore,"Pakistan, Pakistan",100.0,Airbus
20140918X52311,ENG14IA028,2014-09-18,"Long Beach, CA",Non-Fatal,N656JB,2.0,Turbo Fan,0.0,0.0,0.0,147.0,147.0,Airbus320,Long Beach,California,100.0,Airbus
20150511X92031,CEN15IA225,2015-05-05,"New Orleans, LA",Non-Fatal,N941FR,2.0,Turbo Fan,0.0,0.0,0.0,136.0,136.0,Airbus319,New Orleans,Louisiana,100.0,Airbus
20150523X13659,DCA15CA125,2015-05-23,"Atlanta, GA",Non-Fatal,N334NW,2.0,Turbo Fan,0.0,0.0,1.0,146.0,147.0,Airbus320,Atlanta,Georgia,101.36054421768708,Airbus
20150717X41748,DCA15CA152,2015-06-29,"Boston, MA",Non-Fatal,N335NW,2.0,Turbo Fan,0.0,0.0,1.0,155.0,156.0,Airbus320,Boston,Massachusetts,101.28205128205127,Airbus
20150811X22104,OPS15IA020,2015-08-08,"Max, NE",Non-Fatal,N332NW,2.0,Turbo Fan,0.0,0.0,0.0,124.0,124.0,Airbus320,Max,Nebraska,100.0,Airbus
20150818X14949,DCA15LA173,2015-08-15,"Charlotte, NC",Non-Fatal,N564UW,2.0,Turbo Fan,0.0,0.0,0.0,159.0,159.0,Airbus321,Charlotte,North Carolina,100.0,Airbus
20151005X22228,DCA16CA001,2015-10-01,"Nassau, Bahamas",Non-Fatal,N9026C,2.0,Turbo Fan,0.0,4.0,2.0,73.0,79.0,Airbus319,Nassau,Bahamas,160.75949367088606,Airbus
20160216X30252,DCA16CA089,2016-02-14,"Minneapolis, MN",Non-Fatal,N827AW,2.0,Turbo Fan,0.0,0.0,1.0,104.0,105.0,Airbus319,Minneapolis,Minnesota,101.9047619047619,Airbus
20160401X43647,DCA16WA118,2016-03-28,"Bilbao, Spain",Non-Fatal,EC-MGE,,,0.0,0.0,0.0,115.0,115.0,Airbus320,Bilbao,Spain,100.0,Airbus
20160516X92239,DCA16CA153,2016-05-14,"Philadelphia, PA",Non-Fatal,N103US,2.0,Turbo Fan,0.0,0.0,1.0,140.0,141.0,Airbus320,Philadelphia,Pennsylvania,101.41843971631207,Airbus
20160723X91246,DCA16CA202,2016-06-12,"Jamaica, NY",Non-Fatal,N104NN,2.0,Turbo Fan,0.0,0.0,1.0,109.0,110.0,Airbus321,Jamaica,New York,101.81818181818181,Airbus
20160708X61700,DCA16IA200,2016-07-08,"Rapid City, SD",Non-Fatal,N333NW,2.0,Turbo Fan,0.0,0.0,0.0,129.0,129.0,Airbus320,Rapid City,South Dakota,100.0,Airbus
20160805X51304,DCA16CA209,2016-08-03,"Grand Cayman Island (GCM), Cayman Islands",Non-Fatal,N9010R,2.0,,0.0,7.0,1.0,121.0,129.0,Airbus319,Grand Cayman Island (Gcm),Cayman Islands,161.24031007751938,Airbus
20160812X71506,DCA16IA215,2016-08-12,"Wood, SD",Non-Fatal,N632JB,2.0,Turbo Fan,0.0,27.0,0.0,124.0,151.0,Airbus320,Wood,South Dakota,296.6887417218543,Airbus
20161027X90950,ENG17IA003,2016-10-26,"Seattle, WA",Non-Fatal,N855NW,2.0,Turbo Fan,0.0,0.0,0.0,120.0,120.0,Airbus330,Seattle,Washington,100.0,Airbus
20170331X95128,DCA17CA087,2017-03-06,"Los Angeles, CA",Non-Fatal,N369NB,2.0,Turbo Fan,0.0,0.0,1.0,120.0,121.0,Airbus319,Los Angeles,California,101.65289256198346,Airbus
20170508X85232,DCA17CA111,2017-05-02,"Boston, MA",Non-Fatal,N595JB,2.0,Turbo Fan,0.0,0.0,1.0,154.0,155.0,Airbus320,Boston,Massachusetts,101.29032258064517,Airbus
20170523X15143,DCA17CA123,2017-05-22,"South Toledo Bend, TX",Non-Fatal,N512NK,2.0,Turbo Fan,0.0,2.0,1.0,139.0,142.0,Airbus319,South Toledo Bend,Texas,116.90140845070422,Airbus
20170625X04604,DCA17LA145,2017-06-23,"Atlanta, GA",Non-Fatal,N315DN,2.0,Turbo Fan,0.0,0.0,0.0,199.0,199.0,Airbus321,Atlanta,Georgia,100.0,Airbus
20170703X71412,DCA17CA147,2017-07-01,"Chicago, IL",Non-Fatal,N991AU,2.0,Turbo Fan,0.0,0.0,0.0,189.0,189.0,Airbus321,Chicago,Illinois,100.0,Airbus
20170810X64739,DCA17WA170,2017-07-03,"Cali, Colombia",Non-Fatal,N742AV,2.0,,0.0,0.0,0.0,156.0,156.0,Airbus320,Cali,Colombia,100.0,Airbus
20170905X02408,DCA17WA189,2017-08-27,"Lima, Peru",Non-Fatal,N491TA,2.0,Turbo Fan,0.0,0.0,0.0,134.0,134.0,Airbus320,Lima,Peru,100.0,Airbus
20170925X23622,DCA17WA209,2017-09-15,"Christ Church, Barbados",Non-Fatal,N137AA,2.0,Turbo Fan,0.0,0.0,0.0,143.0,143.0,Airbus321,Christ Church,Barbados,100.0,Airbus
20170925X84139,DCA17WA203,2017-09-22,"Hong Kong, Hong Kong",Non-Fatal,B-LNS,,,0.0,0.0,0.0,189.0,189.0,Airbus330,Hong Kong,Hong Kong,100.0,Airbus
20180410X54605,DCA17WA226,2017-09-27,"Dublin, Ireland",Non-Fatal,EC-LVQ,,,0.0,0.0,0.0,185.0,185.0,Airbus320,Dublin,Ireland,100.0,Airbus
20170930X94216,ENG17RA039,2017-09-30,"Goose Bay, Canada",Non-Fatal,F-HPJE,,,0.0,0.0,0.0,521.0,521.0,Airbus380,Goose Bay,Canada,100.0,Airbus
20171002X95003,DCA17CA214,2017-09-30,"Arlington, VA",Non-Fatal,N982VJ,2.0,Turbo Fan,0.0,0.0,0.0,301.0,301.0,Airbus321,Arlington,Virginia,100.0,Airbus
20171212X50255,DCA18CA043,2017-12-03,"Miami, FL",Non-Fatal,N9011P,2.0,Turbo Fan,0.0,0.0,0.0,294.0,294.0,Airbus319,Miami,Florida,100.0,Airbus
20171220X52223,DCA18CA055,2017-12-06,"Fort Lauderdale, FL",Non-Fatal,N670NK,2.0,Turbo Fan,0.0,1.0,1.0,100.0,102.0,Airbus321,Fort Lauderdale,Florida,112.74509803921569,Airbus
20180205X20338,ENG18WA011,2018-01-18,"Alice Springs, Australia",Non-Fatal,9M-MTM,2.0,Turbo Fan,0.0,0.0,0.0,255.0,255.0,Airbus330,Alice Springs,Australia,100.0,Airbus
20180213X95840,DCA18RA093,2018-02-13,"Lagos, Nigeria",Non-Fatal,N858NW,2.0,Turbo Fan,0.0,9.0,0.0,135.0,144.0,Airbus330,Lagos,Nigeria,168.75,Airbus
20180228X30813,DCA18CA102,2018-02-24,"Minneapolis, MN",Non-Fatal,N817NW,2.0,Turbo Fan,0.0,2.0,1.0,295.0,298.0,Airbus330,Minneapolis,Minnesota,108.0536912751678,Airbus
20180423X40746,DCA18WA153,2018-04-10,"unknown, Mexico",Non-Fatal,N70020,2.0,,0.0,0.0,0.0,38.0,38.0,Airbus319,Unknown,Mexico,100.0,Airbus
20180419X80338,DCA18LA163,2018-04-18,"Atlanta, GA",Non-Fatal,N806NW,2.0,Turbo Fan,0.0,0.0,0.0,288.0,288.0,Airbus330,Atlanta,Georgia,100.0,Airbus
20180712X94728,DCA18WA238,2018-06-29,"Gander, Canada",Non-Fatal,N278AY,2.0,Turbo Fan,0.0,1.0,0.0,300.0,301.0,Airbus330,Gander,Canada,103.65448504983388,Airbus
20200619X60815,DCA18CA316,2018-07-23,"West Palm Beach, FL",Non-Fatal,N328NB,2.0,Turbo Fan,0.0,1.0,1.0,132.0,134.0,Airbus319,West Palm Beach,Florida,109.70149253731343,Airbus
20180905X90334,DCA18CA283,2018-08-13,"Los Angeles, CA",Non-Fatal,N204HA,2.0,Turbo Fan,0.0,0.0,0.0,197.0,197.0,Airbus321,Los Angeles,California,100.0,Airbus
20181001X05544,DCA18WA296,2018-09-26,"Tijuana, Mexico",Non-Fatal,XA-VOW,,,0.0,6.0,0.0,166.0,172.0,Airbus320,Tijuana,Mexico,138.37209302325581,Airbus
20181001X90405,DCA18CA294,2018-09-26,"Dallas, TX",Non-Fatal,N994AN,2.0,Turbo Fan,0.0,0.0,1.0,185.0,186.0,Airbus321,Dallas,Texas,101.0752688172043,Airbus
20181206X51048,DCA19CA037,2018-12-02,"LAS Vegas, NV",Non-Fatal,N632NK,2.0,,0.0,0.0,1.0,162.0,163.0,Airbus320,Las Vegas,Nevada,101.22699386503066,Airbus
20190411X53531,DCA19LA134,2019-04-11,"New York, NY",Non-Fatal,N114NN,2.0,,0.0,0.0,0.0,110.0,110.0,Airbus321,New York,New York,100.0,Airbus
20190521X92202,DCA19WA150,2019-05-13,"Derby, Australia",Non-Fatal,unknown,,Turbo Fan,0.0,0.0,0.0,244.0,244.0,Airbus330,Derby,Australia,100.0,Airbus
20190801X04456,ENG19IA029,2019-07-25,"Perrigny-sur-Armancon, France",Non-Fatal,HB-JCM,2.0,Geared Turbofan,0.0,0.0,0.0,121.0,121.0,Airbus220,Perrigny-Sur-Armancon,France,100.0,Airbus
20190808X62316,DCA19LA193,2019-08-08,"Orlando, FL",Non-Fatal,N717FR,2.0,,0.0,0.0,0.0,232.0,232.0,Airbus321,Orlando,Florida,100.0,Airbus
20190816X35649,DCA19CA198,2019-08-08,"Charlottesville, VA",Non-Fatal,N505JB,2.0,,0.0,0.0,1.0,154.0,155.0,Airbus320,Charlottesville,Virginia,101.29032258064517,Airbus
20190913X83845,DCA19WA211,2019-08-27,"Beijing, China",Non-Fatal,B-5958,,,0.0,0.0,0.0,162.0,162.0,Airbus330,Beijing,China,100.0,Airbus
20190916X91526,DCA19CA213,2019-09-06,"Fort Myers, FL",Non-Fatal,N515NK,2.0,Turbo Fan,0.0,0.0,1.0,107.0,108.0,Airbus319,Fort Myers,Florida,101.85185185185186,Airbus
20190917X42103,DCA19WA216,2019-09-11,"Nassau, Bahamas",Non-Fatal,N958JB,2.0,Turbo Fan,0.0,0.0,0.0,180.0,180.0,Airbus321,Nassau,Bahamas,100.0,Airbus
20190917X92718,ENG19IA034,2019-09-16,"Cote-d'Or, France",Non-Fatal,HB-JCA,2.0,Turbo Fan,0.0,0.0,0.0,77.0,77.0,Airbus220,Cote-D'Or,France,100.0,Airbus
20200125X54545,DCA20CA058,2020-01-10,"New Orleans, LA",Non-Fatal,N1902U,2.0,Turbo Fan,0.0,0.0,1.0,158.0,159.0,Airbus320,New Orleans,Louisiana,101.25786163522012,Airbus
20200129X53303,DCA20WA061,2020-01-23,"Panama City, Panama",Non-Fatal,N703AV,2.0,Turbo Fan,0.0,0.0,0.0,112.0,112.0,Airbus319,Panama City,Panama,100.0,Airbus
20200212X95117,ENG20LA015,2020-02-12,"Bordeaux, France",Non-Fatal,YL-AAU,2.0,,0.0,0.0,0.0,154.0,154.0,Airbus220,Bordeaux,France,100.0,Airbus
20200522X82856,DCA20WA108,2020-05-22,"Karachi, Pakistan",Fatal,AP-BLD,,,97.0,0.0,2.0,0.0,99.0,Airbus320,Karachi,Pakistan,2455.5555555555557,Airbus
20201229102469,DCA21LA058,2020-12-23,"Houston, TX",Non-Fatal,N463UA,2.0,,0.0,0.0,1.0,139.0,140.0,Airbus320,Houston,Texas,101.42857142857142,Airbus
20210210102620,DCA21LA082,2021-02-08,"Fort Lauderdale, FL",Non-Fatal,N918NK,,,0.0,0.0,1.0,95.0,96.0,Airbus320,Fort Lauderdale,Florida,102.08333333333333,Airbus
20210330102837,DCA21WA111,2021-03-27,"Lima, Peru",Non-Fatal,CC-AZE,,,0.0,0.0,0.0,116.0,116.0,Airbus320,Lima,Peru,100.0,Airbus
20210507103049,OPS21LA002,2021-04-29,"St Petersburg-Clearwater, FL",Non-Fatal,N306NV,2.0,,0.0,0.0,0.0,130.0,130.0,Airbus319,St Petersburg-Clearwater,Florida,100.0,Airbus
20210628103350,DCA21LA164,2021-06-25,"New Orleans, LA",Non-Fatal,N926UW,2.0,,0.0,8.0,1.0,185.0,194.0,Airbus321,New Orleans,Louisiana,146.39175257731958,Airbus
20210706103420,DCA21LA176,2021-07-04,"Miami, FL",Non-Fatal,N156AN,2.0,,0.0,0.0,1.0,180.0,181.0,Airbus321,Miami,Florida,101.10497237569061,Airbus
20210726103537,DCA21LA184,2021-07-22,"Detroit, MI",Non-Fatal,N376DN,2.0,,0.0,0.0,1.0,193.0,194.0,Airbus321,Detroit,Michigan,101.03092783505154,Airbus
20210826103756,DCA21LA209,2021-08-21,"Chicago, IL",Non-Fatal,N806AW,,,0.0,0.0,1.0,119.0,120.0,Airbus319,Chicago,Illinois,101.66666666666666,Airbus
20211005104043,DCA22LA004,2021-09-23,"Honolulu, HI",Non-Fatal,N208HA,2.0,,0.0,0.0,0.0,134.0,134.0,Airbus321,Honolulu,Hawaii,100.0,Airbus
20211004104029,ENG22LA002,2021-10-02,"Atlantic City, NJ",Non-Fatal,N922NK,2.0,,0.0,4.0,0.0,108.0,112.0,Airbus320,Atlantic City,New Jersey,139.28571428571428,Airbus
20220207104606,DCA22WA074,2022-01-16,"Okayama City, ",Serious,JA24MC,,,0.0,0.0,1.0,55.0,56.0,Airbus320,Okayama City,,103.57142857142858,Airbus
20220124104551,DCA22LA069,2022-01-22,"Hayden, CO",Non-Fatal,N760JB,2.0,,0.0,0.0,0.0,108.0,108.0,Airbus320,Hayden,Colorado,100.0,Airbus
20220516105082,ENG22WA026,2022-04-08,"Tambon Nong Prue, OF",Non-Fatal,HS-VKC,2.0,,0.0,0.0,0.0,132.0,132.0,Airbus320,Tambon Nong Prue,OF,100.0,Airbus
20220601105167,DCA22LA125,2022-05-25,"Springfield, MO",Serious,N483UA,2.0,,0.0,0.0,1.0,151.0,152.0,Airbus320,Springfield,Missouri,101.3157894736842,Airbus
20220726105575,ENG22WA035,2022-07-25,"Bogota, OF",Non-Fatal,N562AV,2.0,,0.0,0.0,0.0,178.0,178.0,Airbus320,Bogota,OF,100.0,Airbus
20220927106004,DCA22LA212,2022-09-22,"Los Angeles, CA",Non-Fatal,N393HA,2.0,,0.0,0.0,0.0,290.0,290.0,Airbus330,Los Angeles,California,100.0,Airbus
20001211X11543,DCA99WA027,1998-12-28,"CURITBA, BRAZIL",Incident,,,Unknown,0.0,0.0,0.0,40.0,40.0,Embraer-EMB145,Curitba,BRAZIL,100.0,Embraer
20050825X01313,IAD05LA118B,2005-08-08,"NEWARK, NJ",Non-Fatal,N10575,2.0,Turbo Jet,0.0,0.0,0.0,205.0,205.0,Embraer-EMB145,Newark,New Jersey,100.0,Embraer
20061015X01521,NYC06LA222B,2006-09-08,"NEW YORK, NY",Non-Fatal,N864RW,2.0,Turbo Fan,0.0,0.0,0.0,179.0,179.0,Embraer-EMB170,New York,New York,100.0,Embraer
20081003X62958,DCA08IA019,2007-12-17,"Jamaica, NY",Incident,N272SK,2.0,,0.0,0.0,0.0,53.0,53.0,Embraer-EMB145,Jamaica,New York,100.0,Embraer
20080304X00260,MIA08CA065,2008-02-15,"Covington, KY",Non-Fatal,N569RP,2.0,Turbo Jet,0.0,0.0,1.0,52.0,53.0,Embraer-EMB145,Covington,Kentucky,103.77358490566037,Embraer
