Event.Id,Accident.Number,Event.Date,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Make:Model,People.Count,City,Region,Latitude,Longitude
20110219X32035,ERA11CA152,2/19/11,Non-Fatal,N706JB,2.0,Turbo Fan,0,1,1,117,Airbus: A320-232,119,North Fayston,Vermont,44.242002,-72.838173
20110222X20316,CEN11IA198,2/21/11,Non-Fatal,N945AN,2.0,Turbo Fan,0,0,0,145,Boeing: 737-823,145,Southlake,Texas,32.9545,-97.1503
20110919X53553,ENG11WA049,2/21/11,Non-Fatal,CN-ROR,2.0,,0,0,0,110,Boeing: 737,110,Casablanca,Morocco,33.589789,-7.519927
20110329X33129,DCA11CA036,2/25/11,Non-Fatal,N957UW,2.0,Turbo Fan,0,0,1,92,Embraer: ERJ 190-100 IGW,93,New York,New York,40.6943,-73.9249
20110228X54428,WPR11LA149,2/28/11,Non-Fatal,N684DA,2.0,Turbo Fan,0,1,1,188,Boeing: 757-232,190,Naches,Washington,46.7258,-120.6909
20110324X53002,OPS11IA410,3/11/11,Non-Fatal,N693DL,2.0,Turbo Fan,0,0,0,130,Boeing: 757-232,130,Atlanta,Georgia,33.7628,-84.422
20110317X14552,ENG11IA021,3/17/11,Non-Fatal,N339NG,2.0,Turbo Prop,0,0,0,40,Bombardier: DHC 8 402,40,Pittsburgh,Pennsylvania,40.4397,-79.9763
20110318X05118,CEN11IA234,3/18/11,Non-Fatal,N11187,2.0,Turbo Fan,0,0,0,46,Embraer: EMB-145XR,46,Akron,Ohio,41.0798,-81.5219
20110328X80923,CEN11LA250,3/26/11,Non-Fatal,N931AE,2.0,Turbo Fan,0,0,1,51,Embraer: EMB-145LR,52,Kansas City,Missouri,39.1238,-94.5541
20110330X05145,OPS11IA428,3/27/11,Non-Fatal,N293WN,2.0,Turbo Fan,0,0,0,145,Boeing: 737-7H4,145,Orlando,Florida,28.4773,-81.337
20110401X24330,DCA11MA039,4/1/11,Non-Fatal,N632SW,2.0,Turbo Fan,0,2,0,120,Boeing: 737,122,Yuma,Arizona,32.5995,-114.5491
20110407X95823,DCA11FA072,4/2/11,Non-Fatal,N7264V,2.0,Turbo Fan,0,0,0,49,Bombardier: CL600 2B19,49,Phoenix,Arizona,33.5722,-112.0892
20110406X54825,CEN11IA270,4/3/11,Non-Fatal,N377SK,2.0,Turbo Jet,0,0,0,47,Embraer: EMB-135KL,47,Dubuque,Iowa,42.5002,-90.707
20110404X21934,DCA11IA040,4/4/11,Non-Fatal,N409UA,2.0,Turbo Fan,0,0,0,109,Airbus: A320,109,New Orleans,Louisiana,30.0687,-89.9288
20110407X41107,DCA11WA041,4/4/11,Non-Fatal,YR-BGD,2.0,,0,0,0,83,Boeing: B737,83,Bucharest,Romania,44.426767,26.102538
20110408X50236,DCA11WA042,4/7/11,Non-Fatal,D-ABEH,2.0,,0,0,0,86,Boeing: B737,86,Hamburg,Germany,40.5561,-75.9825
20110411X70103,DCA11WA043,4/10/11,Non-Fatal,C-FIVM,,,0,0,0,361,Boeing: B777,361,Paris,France,33.6688,-95.546
20110418X12310,WPR11LA203,4/11/11,Non-Fatal,N766AN,2.0,Turbo Fan,0,2,2,227,Boeing: 777-223,231,Pacific Ocean,,-8.783195,-124.508523
20110412X23201,DCA11LA045,4/12/11,Non-Fatal,F-HPJD,4.0,Turbo Fan,0,0,0,576,Airbus: A380,576,Jamaica,New York,41.8454,-94.307
20110417X11718,ERA11CA247,4/17/11,Non-Fatal,N200UU,2.0,Turbo Fan,0,0,1,185,Boeing: 757-2B7,186,Cheltenham,Maryland,38.734424,-76.827666
20110426X03427,ERA11LA266,4/25/11,Non-Fatal,N807NW,2.0,Turbo Fan,0,0,1,275,Airbus: A330-323,276,New York,New York,40.6943,-73.9249
20110426X53639,DCA11IA047,4/26/11,Non-Fatal,N799SW,2.0,Turbo Fan,0,0,0,139,Boeing: 737-7Q8,139,Chicago,Illinois,41.8375,-87.6866
20110510X01046,DCA11FA053,5/9/11,Non-Fatal,N801UA,2.0,Turbo Fan,0,0,1,124,Airbus: A319,125,Chillicothe,Missouri,39.3393,-82.9939
20110513X41407,ERA11CA296,5/12/11,Non-Fatal,N308DE,2.0,Turbo Fan,0,0,0,298,Boeing: 737-732,298,Atlanta,Georgia,33.7628,-84.422
20110525X44500,DCA11WA061,5/12/11,Non-Fatal,B-17917,2.0,,0,0,0,101,Boeing: MD-90,101,Tao-yuan,Taiwan,24.993628,121.30098
20110518X94643,OPS11IA552,5/16/11,Non-Fatal,N905SW,2.0,Turbo Fan,0,0,0,63,Bombardier: CL-600-2B19,63,Chicago,Illinois,41.8375,-87.6866
20110525X45514,DCA11WA062,5/20/11,Non-Fatal,EI-DLI,2.0,,0,0,0,66,Boeing: B737,66,Dublin,Ireland,37.7161,-121.8963
20110525X42547,DCA11CA060,5/23/11,Non-Fatal,N623DL,2.0,Turbo Fan,0,1,1,185,Boeing: 757,187,Boone,North Carolina,36.2111,-81.6669
20110701X11957,WPR11LA300,5/31/11,Non-Fatal,N526UA,2.0,Turbo Fan,0,0,0,190,Boeing: 757-222,190,Los Angeles,California,34.1141,-118.4068
20110603X52158,CEN11IA369,6/3/11,Non-Fatal,N607AE,2.0,Turbo Jet,0,0,0,52,Embraer: EMB-145,52,Chicago,Illinois,41.8375,-87.6866
20110607X73034,ERA11CA327,6/6/11,Non-Fatal,N929LR,2.0,Turbo Fan,0,0,1,88,Bombardier: CL600-2D24,89,Florence,South Carolina,34.178,-79.7898
20110607X83931,CEN11IA379,6/7/11,Non-Fatal,N866AS,2.0,Turbo Fan,0,0,0,44,Bombardier: CL-600-2B19,44,Milwaukee,Wisconsin,43.0642,-87.9675
20110621X32040,DCA11CA073,6/12/11,Non-Fatal,N571UA,2.0,Turbo Jet,0,0,0,190,Boeing: 757-222,190,San Fransico,California,37.77493,-122.419415
20110621X20741,ENG11IA035,6/21/11,Non-Fatal,N6714Q,2.0,Turbo Fan,0,3,0,175,Boeing: 757-232,178,Atlanta,Georgia,33.7628,-84.422
20110628X11855,ERA11CA367,6/22/11,Non-Fatal,N884DA,2.0,Turbo Fan,0,0,1,126,Mcdonnell Douglas: MD88,127,Miami,Florida,25.784,-80.2101
20110711X20245,DCA11RA080,7/8/11,Fatal,9Q-COP,3.0,,77,0,0,35,Boeing: 727,112,Kisangani,Congo,0.51853,25.200773
20110715X40120,DCA11CA084,7/14/11,Non-Fatal,N132EV,2.0,Turbo Fan,0,0,0,291,Bombardier: CL600 2D24,291,Boston,Massachusetts,42.3188,-71.0852
20110719X64022,DCA11WA088,7/26/11,Non-Fatal,YL-BBR,,,0,0,0,144,Boeing: 737,144,Pemir,Latvia,56.879635,24.603189
20110729X51123,DCA11WA090,7/29/11,Non-Fatal,SU-GBP,2.0,,0,0,0,319,Boeing: 777,319,Cairo,Egypt,30.879,-84.205
20110730X60307,DCA11FA091,7/29/11,Non-Fatal,N173UA,4.0,Turbo Fan,0,4,1,380,Boeing: 747-422,385,Tangshan,China,39.63045,118.18022
20110730X61108,DCA11RA092,7/30/11,Non-Fatal,9Y-PBM,2.0,,0,0,1,161,Boeing: 737,162,Georgetown,Guyana,30.666,-97.6966
20110809X50704,OPS11IA819,8/8/11,Non-Fatal,N377SK,2.0,Turbo Jet,0,0,0,84,Embraer: EMB-135KL,84,Chicago,Illinois,41.8375,-87.6866
20110830X63935,ENG11IA047,8/29/11,Non-Fatal,N27152,2.0,Turbo Fan,0,0,0,53,Embraer: EMB145,53,Moline,Illinois,41.4821,-90.492
20110902X54326,CEN11IA615,9/1/11,Non-Fatal,N875AS,2.0,Turbo Fan,0,0,0,53,Bombardier: CL-600-2B19,53,Baton Rouge,Louisiana,30.442,-91.1311
20110907X15938,CEN11WA628,9/4/11,Non-Fatal,N840HK,2.0,Turbo Fan,0,0,0,47,Embraer: EMB-145LR,47,Ottawa,Canada,41.3555,-88.8261
20120224X42146,DCA11CA116,9/6/11,Non-Fatal,N936WN,2.0,Turbo Fan,0,0,1,141,Boeing: 737 7H4,142,Cape Coral,Florida,26.6443,-81.9957
20111013X11758,DCA11WA110,9/12/11,Non-Fatal,OE-LPB,,,0,0,2,272,Boeing: 777,274,Montauk,New York,41.0466,-71.9465
20110917X35742,CEN11IA649,9/17/11,Non-Fatal,C-FGYL,2.0,Turbo Fan,0,0,0,140,Airbus: A320-211,140,Chicago,Illinois,41.8375,-87.6866
20110919X65108,DCA11RA100,9/17/11,Non-Fatal,HC-CEZ,2.0,Turbo Fan,0,0,5,97,Embraer: E190,102,Quito,Ecuador,-0.180653,-78.467838
20110927X91721,ENG11IA051,9/26/11,Non-Fatal,N526UA,2.0,Turbo Fan,0,0,0,185,Boeing: 757-222,185,Denver,Colorado,39.762,-104.8758
20111001X72953,DCA11WA107,9/26/11,Non-Fatal,YV-136T,,Turbo Jet,0,0,0,130,Boeing: DC-9,130,Puerto Ordaz,Venezuela,8.275092,-62.767663
20110930X20857,ERA11CA511,9/29/11,Non-Fatal,N804NN,2.0,Turbo Fan,0,0,1,165,Boeing: 737-823,166,Miami,Florida,25.784,-80.2101
20111018X03714,ERA12CA038,10/7/11,Non-Fatal,N922DL,2.0,Turbo Fan,0,0,0,81,Mcdonnell Douglas: MD-88,81,Atlanta,Georgia,33.7628,-84.422
20111011X01145,ENG12IA001,10/10/11,Non-Fatal,N553NW,2.0,Turbo Jet,0,0,0,182,Boeing: 757-251,182,Atlanta,Georgia,33.7628,-84.422
20111020X14740,ERA12CA044,10/20/11,Non-Fatal,N253AY,2.0,Turbo Jet,0,0,1,215,Boeing: 767-2B7,216,New York,New York,40.6943,-73.9249
20111024X74546,ENG12IA003,10/23/11,Non-Fatal,N661US,4.0,Turbo Jet,0,0,0,394,Boeing: 747-451,394,Detroit,Michigan,42.3834,-83.1024
20111103X41530,DCA12WA009,11/1/11,Non-Fatal,SP-LPC,,,0,0,0,231,Boeing: 767,231,Warsaw,Poland,41.2448,-85.8465
20111108X75705,DCA12WA011,11/3/11,Non-Fatal,9V-SWQ,2.0,,0,0,0,129,Boeing: 777,129,Munich,Germany,48.6729,11.581981
20120224X25922,DCA12CA043,11/10/11,Non-Fatal,N331NW,2.0,Turbo Fan,0,0,0,150,Airbus: A320 211,150,Minneapolis,Minnesota,44.9635,-93.2678
20111201X31832,OPS12WA150,11/18/11,Non-Fatal,N620AE,2.0,Turbo Fan,0,0,0,48,Embraer: EMB-145LR,48,Toronto,Canada,40.4581,-80.6095
20111208X41332,WPR12LA057,12/1/11,Non-Fatal,N547UA,2.0,Turbo Jet,0,0,1,151,Boeing: 757-222,152,Modesto,California,37.6375,-121.0028
20111209X35527,OPS12IA167,12/1/11,Non-Fatal,N432WN,2.0,Turbo Fan,0,0,0,85,Boeing: 737-7H4,85,Chicago,Illinois,41.8375,-87.6866
20111206X05636,WPR12LA053,12/2/11,Non-Fatal,N261WN,2.0,Turbo Fan,0,2,1,97,Boeing: 737-7H4,100,Oakland,California,37.7904,-122.2166
20111214X53854,DCA12CA021,12/9/11,Non-Fatal,N303DQ,2.0,Turbo Fan,0,0,0,279,Boeing: 737-732,279,Atlanta,Georgia,33.7628,-84.422
20111222X45448,DCA12WA022,12/20/11,Non-Fatal,PK-CKM,2.0,Turbo Fan,0,0,0,133,Boeing: 737,133,Yogyakarta,Indonesia,-7.79558,110.36949
20120105X34138,CEN12IA123,12/22/11,Non-Fatal,N469WN,2.0,Turbo Fan,0,0,0,133,Boeing: 737-7H4,133,Denver,Colorado,39.762,-104.8758
20120123X64443,DCA12WA027,1/14/12,Non-Fatal,N790AN,,,0,0,0,191,Boeing: 777,191,Rio De Janeiro,Brazil,-22.906847,-43.172896
20120207X14951,OPS12IA303,1/25/12,Non-Fatal,N639AE,2.0,Turbo Fan,0,0,0,53,Embraer: EMB-145LR,53,Farmersville,Texas,36.305,-119.2083
20120207X34555,DCA12CA035,2/4/12,Non-Fatal,N912SW,2.0,Turbo Fan,0,0,0,52,Bombardier: CL600 2B19,52,San Francisco,California,37.7558,-122.4449
20120208X70842,ENG12IA010,2/8/12,Non-Fatal,N360AA,2.0,Turbo Fan,0,0,0,210,Boeing: 767,210,Jamaica,New York,41.8454,-94.307
20120221X32033,CEN12LA166,2/19/12,Non-Fatal,N374DA,2.0,Turbo Fan,0,3,1,132,Boeing: 737-832,136,Detroit,Michigan,42.3834,-83.1024
20120229X70237,WPR12LA119,2/23/12,Non-Fatal,N915WN,2.0,Turbo Fan,0,1,1,138,Boeing: 737-7H4,140,Pawnee,Nebraska,39.5937,-89.5846
20120302X22622,DCA12FA046,2/24/12,Non-Fatal,N162UW,2.0,Turbo Fan,0,0,1,188,Airbus: A321,189,Millville,New Jersey,39.3903,-75.0561
20120302X00956,DCA12CA045,2/26/12,Non-Fatal,N829MH,2.0,Turbo Fan,0,0,1,146,Boeing: 767,147,Angers,France,47.471162,-0.551826
20120322X25316,WPR12LA144,3/20/12,Non-Fatal,N247WN,2.0,Turbo Fan,0,0,1,141,Boeing: 737-7H4,142,Laverne,Oklahoma,36.7053,-99.8968
20120417X44353,DCA12CA062,4/15/12,Non-Fatal,N808AW,2.0,Turbo Jet,0,1,2,95,Airbus: A319-132,98,Buena Vista,Colorado,37.7319,-79.3568
20120427X01955,DCA12RA065,4/20/12,Fatal,AP-BKC,2.0,,127,0,0,0,Boeing: 737,127,Islamabad,Pakistan,33.68442,73.047885
20130110X10345,DCA12WA161,4/22/12,Non-Fatal,AP-BJN,2.0,,0,0,0,171,Boeing: 737,171,Karachi,Pakistan,24.860734,67.001136
20120511X73555,DCA12FA069,5/10/12,Non-Fatal,N951FR,2.0,Turbo Fan,0,0,1,142,Airbus: A319-112,143,Fort Lauderdale,Florida,26.1412,-80.1464
20130604X82231,ENG12WA038,5/27/12,Non-Fatal,VN-A356,2.0,Turbo Fan,0,0,0,91,Airbus: A321,91,Cam Ranh,Vietnam,11.966212,109.191558
20120615X74656,DCA12WA093,6/1/12,Non-Fatal,PKCJV,,,0,0,0,173,Boeing: 737,173,Pontianak,Indonesia,-0.02633,109.342504
20120608X43116,DCA12CA086,6/7/12,Non-Fatal,N936UW,2.0,Turbo Fan,0,1,1,184,Boeing: 757 2B7,186,Philadelphia,Pennsylvania,40.0077,-75.1339
20120612X01249,DCA12CA088,6/11/12,Non-Fatal,N352NW,2.0,Turbo Fan,0,0,1,149,Airbus: A320-212,150,Minneapolis,Minnesota,44.9635,-93.2678
20120613X32202,DCA12LA091,6/13/12,Non-Fatal,N16709,2.0,Turbo Fan,0,0,2,79,Boeing: 737-724,81,Winnie,Texas,29.8167,-94.3807
20120621X34639,DCA12IA096,6/17/12,Non-Fatal,N552JB,2.0,Turbo Fan,0,0,0,154,Airbus: A320,154,Las Vegas,Nevada,36.2333,-115.2654
20120706X92817,DCA12WA104,7/5/12,Non-Fatal,D-ASXE,,,0,0,1,85,Boeing: 737,86,Frankfurt,Germany,50.110922,8.682127
20120713X01334,DCA12WA109,7/5/12,Non-Fatal,N224UA,2.0,Turbo Fan,0,3,1,252,Boeing: 777-222,256,Tokyo,Japan,35.676423,139.650027
20120808X23954,DCA12WA121,7/18/12,Non-Fatal,CC-CRQ,,,0,0,0,120,Boeing: 737,120,La Serena,Chile,-29.902669,-71.251937
20120719X94744,CEN12LA457,7/19/12,Non-Fatal,N502AE,2.0,Turbo Fan,0,0,1,56,Bombardier: CL-600-2C10,57,Peoria,Illinois,40.752,-89.6154
20120727X13551,DCA12IA113,7/27/12,Non-Fatal,N379SW,2.0,Turbo Fan,0,0,0,76,Boeing: 737-3H4,76,El Paso,Texas,31.8476,-106.43
20120730X60929,DCA12WA117,7/28/12,Non-Fatal,D-ABOK,,,0,0,0,273,Boeing: 757,273,Linz,Austria,48.30694,14.28583
20120802X03552,CEN12IA502,7/31/12,Non-Fatal,N37420,2.0,Turbo Fan,0,0,0,157,Boeing: 737-924ER,157,Denver,Colorado,39.762,-104.8758
20121101X94754,ENG12WA036,8/3/12,Non-Fatal,EI-IMS,2.0,Turbo Fan,0,0,0,100,Airbus: A319,100,Rome,Italy,34.2662,-85.1863
20120807X32623,ERA12LA498,8/5/12,Non-Fatal,N134HQ,2.0,Turbo Fan,0,0,1,75,Embraer: ERJ 170-200 LR,76,Hilton Head,South Carolina,32.216316,-80.752608
20120811X13221,DCA12CA122,8/10/12,Non-Fatal,D-AIKE,2.0,Turbo Fan,0,0,0,270,Airbus: A330,270,Dulles,Virginia,38.963911,-77.449627
20120831X52443,DCA12WA133,8/24/12,Non-Fatal,YV493T,,,0,0,0,147,Mcdonnell Douglas: DC9,147,Santo Domingo,Venezuela,18.0719,-66.7459
20120830X44613,DCA12WA131,8/27/12,Non-Fatal,N642UA,,,0,0,0,151,Boeing: 767,151,London,United Kingdom,39.8935,-83.4375
20120915X93442,DCA12WA146,9/14/12,Non-Fatal,N173DZ,2.0,Turbo Fan,0,0,0,220,Boeing: 767-332,220,Sao Paulo,Brazil,-23.555771,-46.639557
20120924X32520,DCA12CA149,9/18/12,Non-Fatal,N273AY,2.0,Turbo Fan,0,0,1,158,Airbus: A330-323,159,Sophia,North Carolina,37.7117,-81.2525
20121005X05550,CEN13LA004,10/5/12,Non-Fatal,N894AT,2.0,Turbo Fan,0,0,0,108,Boeing: 717-200,108,Milwaukee,Wisconsin,43.0642,-87.9675
20121014X02447,DCA13RA001,10/14/12,Non-Fatal,TC-TJK,,,0,1,2,195,Boeing: 737,198,Antalya,Turkey,36.896891,30.713323
20121018X62210,WPR13CA016,10/17/12,Non-Fatal,N625SW,2.0,Turbo Fan,0,0,1,85,Boeing: 737-3H4,86,Las Vegas,Nevada,36.2333,-115.2654
20121023X21517,DCA13WA007,10/19/12,Non-Fatal,PK-CKN,,,0,0,0,160,Boeing: 737,160,Pontianak,Indonesia,-0.02633,109.342504
20121107X21801,ENG13IA005,11/7/12,Non-Fatal,N908DE,2.0,Turbo Jet,0,0,0,147,Boeing: MD-88,147,Atlanta,Georgia,33.7628,-84.422
20121114X82049,DCA13WA020,11/13/12,Non-Fatal,ZS-TOG,,,0,0,0,137,Boeing: MD-82,137,Johannesburg,South Africa,35.3719,-117.6419
20130314X15433,DCA13CA066,12/5/12,Non-Fatal,N411ZW,2.0,Turbo Fan,0,0,0,53,Bombardier: CL-600-2B19,53,New York,New York,40.6943,-73.9249
20121228X00153,ENG13RA009,12/20/12,Non-Fatal,D-ABXA,2.0,,0,0,0,257,Airbus: A330,257,Phuket,Thailand,7.984311,98.330747
20121231X42414,CEN13CA117,12/29/12,Non-Fatal,N619AE,2.0,Turbo Fan,0,0,1,49,Embraer: EMB-145LR,50,Chicago,Illinois,41.8375,-87.6866
20130116X93016,DCA13RA038,1/15/13,Non-Fatal,JA804A,2.0,,0,4,0,133,Boeing: 787,137,Takamatsu,Japan,34.342542,134.04654
20130118X53100,DCA13LA039,1/17/13,Non-Fatal,LV-BMT,4.0,Turbo Fan,0,0,0,397,Airbus: A340 - 300,397,Miami,Florida,25.784,-80.2101
20130213X92000,DCA13WA054,2/3/13,Non-Fatal,HL7780,2.0,,0,0,0,193,Boeing: 737,193,Seoul,South Korea,37.551891,126.991794
20130220X32821,DCA13IA058,2/7/13,Non-Fatal,N261PS,2.0,Turbo Fan,0,1,0,39,Bombardier: CL-600-2B19,40,Bowman,Georgia,46.1843,-103.4029
20130220X51849,WPR13LA131,2/19/13,Non-Fatal,N174UA,4.0,Turbo Fan,0,0,1,220,Boeing: 747-422,221,Pacific Ocean,,-8.783195,-124.508523
20130220X85257,DCA13CA056,2/19/13,Non-Fatal,N283SK,2.0,Turbo Fan,0,0,1,53,Embraer: EMB-145LR,54,Cincinnati,Ohio,39.1413,-84.506
20130228X52911,DCA13WA060,2/26/13,Non-Fatal,TF-FIJ,,,0,0,0,171,Boeing: 757,171,Keflavik,Iceland,63.999755,-22.558272
20130312X23544,WPR13IA144,3/5/13,Non-Fatal,N417QX,2.0,Turbo Prop,0,0,0,51,Bombardier: DHC-8-402,51,Danville,California,37.8121,-121.9698
20130314X14422,DCA13CA065,3/8/13,Non-Fatal,N698DL,2.0,Turbo Fan,0,0,0,148,Boeing: 757-232,148,Atlanta,Georgia,33.7628,-84.422
20130408X10949,DCA13FA071,4/5/13,Non-Fatal,N560UW,2.0,Turbo Fan,0,0,0,192,Airbus: 321,192,Las Vegas,Nevada,36.2333,-115.2654
20130502X52359,DCA13FA082,5/1/13,Non-Fatal,LN-RKO,2.0,Turbo Fan,0,0,0,290,Airbus: A330,290,Newark,New Jersey,40.7245,-74.1725
20130509X82017,ENG13RA026,5/6/13,Non-Fatal,JA206J,2.0,Turbo Fan,0,0,0,55,Bombardier: CL-600,55,Osaka,Japan,36.9514,-82.8144
20130517X14847,DCA13CA091,5/9/13,Non-Fatal,N327NW,2.0,Turbo Fan,0,0,1,119,Airbus: 320,120,Dallas,Texas,32.7935,-96.7667
20130511X04905,WPR13IA226,5/10/13,Non-Fatal,N913WN,2.0,Turbo Fan,0,0,0,59,Boeing: 737-7H4,59,Phoenix,Arizona,33.5722,-112.0892
20130528X00922,ENG13WA030,5/25/13,Non-Fatal,EI-UNW,,,0,0,0,235,Boeing: 777,235,Moscow,Russia,55.755826,37.6173
20130708X40148,DCA13WA123,6/7/13,Non-Fatal,B-3052,,,0,0,0,49,Embraer: 145,49,Shanghai,China,31.230416,121.473701
20130614X14844,DCA13CA106,6/13/13,Non-Fatal,N995DL,2.0,Turbo Fan,0,0,0,156,Mcdonnell Douglas: MD-88,156,Nashville,Tennessee,36.1715,-86.7842
20130707X83745,DCA13MA120,7/6/13,Fatal,HL7742,2.0,Turbo Fan,3,137,50,117,Boeing: 777-200ER,307,San Francisco,California,37.7558,-122.4449
20130712X61436,DCA13CA128,7/12/13,Non-Fatal,N863DA,2.0,Turbo Jet,0,0,1,278,Boeing: 777-232,279,Atlanta,Georgia,33.7628,-84.422
20130723X13256,DCA13FA131,7/22/13,Non-Fatal,N753SW,2.0,Turbo Fan,0,8,0,141,Boeing: 737 7H4,149,Flushing,New York,43.0637,-83.8403
20130814X24242,DCA13WA134,7/31/13,Non-Fatal,N173AT,,,0,14,1,130,Boeing: 737,145,Batopilas,Mexico,27.030387,-107.736234
20130930X75500,WPR13LA431,9/29/13,Non-Fatal,N449QX,2.0,Turbo Prop,0,2,1,58,Bombardier: DHC-8-402,61,Reno,Nevada,39.5497,-119.8483
20131018X11441,ENG14IA001,10/15/13,Non-Fatal,N516NK,2.0,Turbo Fan,0,0,0,150,Airbus: A319 132,150,Greenville,Texas,34.8354,-82.3646
20131121X13345,DCA14CA014,10/18/13,Non-Fatal,N665UA,2.0,Turbo Fan,0,0,1,227,Boeing: 767 322,228,Houston,Texas,29.786,-95.3885
20131028X02723,DCA14WA005,10/22/13,Non-Fatal,N605AA,2.0,Turbo Fan,0,0,0,176,Boeing: 757 223,176,Providenciales,Tokelau,-9.2002,-171.848
20140106X40632,DCA14CA031,11/25/13,Non-Fatal,N808EX,2.0,Turbo Prop,0,0,0,40,Dehavilland: DHC8 - 102,40,Philadelphia,Pennsylvania,40.0077,-75.1339
20131205X11728,DCA14WA019,12/5/13,Non-Fatal,N182DN,,,0,0,0,203,Boeing: 767 - 300ER,203,Madrid,Spain,40.416775,-3.70379
20131224X22946,ENG14IA005,12/23/13,Non-Fatal,N360SW,2.0,Turbo Fan,0,0,0,107,Boeing: 737 3H4,107,St. Louis,Missouri,38.6359,-90.2451
20140109X32656,DCA14CA034,1/4/14,Non-Fatal,N8327A,2.0,Turbo Fan,0,0,0,180,Boeing: 737,180,Las Vegas,Nevada,36.2333,-115.2654
20140110X14059,DCA14CA035,1/9/14,Non-Fatal,N966WN,2.0,Turbo Fan,0,0,1,144,Boeing: 737 7H4,145,Nashville,Tennessee,36.1715,-86.7842
20140110X15754,DCA14CA036,1/10/14,Non-Fatal,N687DL,2.0,Unknown,0,0,1,140,Boeing: 757 232,141,Atlanta,Georgia,33.7628,-84.422
20140112X11328,DCA14IA037,1/13/14,Non-Fatal,N272WN,2.0,Turbo Fan,0,0,0,131,Boeing: 737 7H4,131,Branson,Missouri,36.6509,-93.2636
20140203X35450,DCA14CA051,1/31/14,Non-Fatal,N921DL,2.0,Turbo Fan,0,0,0,144,Mcdonnell Douglas: MD 88,144,Atlanta,Georgia,33.7628,-84.422
20140211X00047,DCA14FA058,2/5/14,Non-Fatal,N802HK,2.0,Turbo Jet,0,0,0,44,Embraer: EMB145 - EP,44,Memphis,Tennessee,35.1087,-89.9663
20140212X03156,DCA14LA060,2/17/14,Non-Fatal,N23708,2.0,Turbo Fan,0,10,2,107,Boeing: 737,119,Kaycee,Wyoming,43.7101,-106.6371
20140507X51410,DCA14CA090,3/5/14,Non-Fatal,N809DN,2.0,Turbo Fan,0,0,1,186,Boeing: 737 - 932ER,187,San Diego,California,32.8313,-117.1222
20140308X91420,DCA14RA076,3/8/14,Fatal,9M-MRO,,,239,0,0,0,Boeing: 777 - 206,239,Kuala Lampur,Malaysia,3.13192,101.684059
20140314X21725,DCA14MA081,3/13/14,Non-Fatal,N113UW,2.0,Turbo Fan,0,0,0,154,Airbus: A320 - 214,154,Philadelphia,Pennsylvania,40.0077,-75.1339
20140320X53321,DCA14CA083,3/17/14,Non-Fatal,N803NW,2.0,Turbo Fan,0,0,1,264,Airbus: A330 323,265,Seattle,Washington,47.6211,-122.3244
20140515X92350,DCA14CA093,5/12/14,Non-Fatal,N933DN,2.0,Turbo Fan,0,0,0,166,Mcdonnell Douglas: MD90 - 30,166,Boston,Massachusetts,42.3188,-71.0852
20140529X04134,CEN14LA262,5/28/14,Non-Fatal,N299SK,2.0,Turbo Jet,0,0,0,45,Embraer: EMB 135KL,45,Traverse City,Michigan,44.7546,-85.6038
20140619X52159,DCA14CA120,6/17/14,Non-Fatal,N968WN,2.0,,0,0,1,143,Boeing: 737 7H4,144,Dallas,Texas,32.7935,-96.7667
20140620X45424,DCA14FA122,6/20/14,Non-Fatal,N768NA,2.0,Turbo Fan,0,4,0,77,Boeing: 767 36N,81,Kabul,Afghanistan,34.555349,69.207486
20140714X45633,ENG14IA019,7/11/14,Non-Fatal,N139DL,2.0,Turbo Fan,0,0,0,208,Boeing: 767 332,208,Los Angeles,California,34.1141,-118.4068
20140718X92314,DCA14RA127,7/17/14,Fatal,9M-MRD,,,295,0,0,0,Boeing: 777 - 206,295,Hrabove,Ukraine,48.14803,38.647853
20140806X21104,DCA14LA137,7/30/14,Non-Fatal,N553UA,2.0,Turbo Fan,0,0,0,174,Boeing: 757,174,San Diego,California,32.8313,-117.1222
20140814X52213,CEN14LA430,8/9/14,Non-Fatal,N943LR,2.0,Turbo Fan,0,0,0,80,Bombardier: CL600 2D24 - 900,80,San Antonio,Texas,29.4632,-98.5238
20140829X32709,DCA14CA157,8/18/14,Non-Fatal,N666UA,2.0,Turbo Fan,0,0,1,220,Boeing: 767 322,221,Reykjavik,Iceland,64.146987,-21.940755
20140826X64917,CEN14CA455,8/22/14,Non-Fatal,N421YX,2.0,Turbo Fan,0,1,1,52,Embraer: ERJ170-200LR,54,Hemphill,Texas,31.3431,-93.8511
20140828X43935,DCA14CA155,8/27/14,Non-Fatal,N204JQ,2.0,Turbo Fan,0,0,1,55,Embraer: ERJ 170 200 LR,56,Columbus,Ohio,39.9862,-82.9855
20140910X20543,ENG14RA024,9/6/14,Non-Fatal,AP-BKN,2.0,Turbo Fan,0,0,0,365,Airbus: A330 - 301,365,Lahore,Pakistan,31.52037,74.358747
20140918X21722,DCA14CA161,9/16/14,Non-Fatal,N654A,2.0,Turbo Fan,0,0,0,172,Boeing: 757 223,172,Miami,Florida,25.784,-80.2101
