Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,People.Count,Make:Model,City,Region
20161028X72837,DCA17FA021,2016-10-28,"Chicago, IL",Non-Fatal,N345AN,2.0,Turbo Fan,0.0,20.0,1.0,149.0,170.0,Boeing: 767,Chicago,Illinois
20170419X83518,DCA17CA096,2016-11-21,"Hopewell, VA",Non-Fatal,N930AT,2.0,Turbo Fan,0.0,0.0,1.0,109.0,110.0,Boeing: 717 200,Hopewell,Virginia
20161208X21155,ENG17IA006,2016-11-29,"Kansas, IL",Non-Fatal,N367CA,2.0,Turbo Fan,0.0,0.0,0.0,73.0,73.0,Bombardier: CL 600 2C10,Kansas,Illinois
20171012X93230,DCA17WA219,2016-12-02,"Nagpur, India",Non-Fatal,VT-JFP,,,0.0,0.0,0.0,200.0,200.0,Boeing: 737,Nagpur,India
20161205X55455,ENG17IA005,2016-12-04,"San Antonio, TX",Non-Fatal,N161SY,2.0,Turbo Fan,0.0,1.0,0.0,54.0,55.0,Embraer: ERJ170 200LR,San Antonio,Texas
20161208X45131,DCA17WA035,2016-12-04,"Lajes Terceira Island, Portugal",Non-Fatal,A7-BAN,,,0.0,0.0,5.0,351.0,356.0,Boeing: 777,Lajes Terceira Island,Portugal
20161216X60544,DCA17CA042,2016-12-14,"Denver, CO",Non-Fatal,N24202,2.0,Turbo Fan,0.0,0.0,1.0,102.0,103.0,Boeing: 737 824,Denver,Colorado
20161227X90219,DCA17WA047,2016-12-27,"Dabolim, Goa, India",Non-Fatal,VT-JBG,,,0.0,10.0,0.0,151.0,161.0,Boeing: 737,Dabolim,"Goa, India"
20170111X53648,DCA17WA053,2017-01-10,"Bournemouth, United Kingdom",Non-Fatal,G-FDZY,2.0,Turbo Fan,0.0,0.0,0.0,182.0,182.0,Boeing: BOEING 737-8K5,Bournemouth,United Kingdom
20170124X45041,ENG17IA008,2017-01-23,"Baltimore, MD",Non-Fatal,N8986B,2.0,Turbo Fan,0.0,0.0,0.0,51.0,51.0,Bombardier: CL 600 2B19,Baltimore,Maryland
20170208X03312,ERA17WA111,2017-02-07,"Freeport, Bahamas",Non-Fatal,C6-HBW,,,0.0,0.0,0.0,36.0,36.0,Saab: 340,Freeport,Bahamas
20170222X74447,DCA17WA070,2017-02-11,"Jeddah, Saudi Arabia",Non-Fatal,YI-AQZ,,,0.0,0.0,0.0,365.0,365.0,Boeing: 777,Jeddah,Saudi Arabia
20170224X03359,DCA17CA072,2017-02-12,"Phoenix, AZ",Non-Fatal,N7822A,2.0,Turbo Fan,0.0,0.0,0.0,143.0,143.0,Boeing: 737 76N,Phoenix,Arizona
20170222X80758,DCA17CA071,2017-02-13,"Dulles, VA",Non-Fatal,N838CA,1.0,Turbo Prop,0.0,0.0,1.0,52.0,53.0,Bombardier: DHC 8 311,Dulles,Virginia
20170216X44213,DCA17CA064,2017-02-15,"Charlotte, NC",Non-Fatal,N709PS,2.0,Turbo Fan,0.0,0.0,0.0,48.0,48.0,Bombardier: CL 600 2C10,Charlotte,North Carolina
20170301X74824,DCA17WA073,2017-02-28,"Azraq, Jordan",Non-Fatal,N351AX,2.0,Turbo Fan,0.0,0.0,0.0,217.0,217.0,Boeing: 767 33A,Azraq,Jordan
20170331X95128,DCA17CA087,2017-03-06,"Los Angeles, CA",Non-Fatal,N369NB,2.0,Turbo Fan,0.0,0.0,1.0,120.0,121.0,Airbus: A319 114,Los Angeles,California
20170308X73155,DCA17FA076,2017-03-08,"Ypsilanti, MI",Non-Fatal,N786TW,2.0,Turbo Jet,0.0,1.0,0.0,115.0,116.0,Mcdonnell Douglas: MD80,Ypsilanti,Michigan
20170317X92137,DCA17CA079,2017-03-10,"Dallas-Fort Worth (DFW), TX",Non-Fatal,N9615W,2.0,Turbo Fan,0.0,0.0,1.0,106.0,107.0,Mcdonnell Douglas: DC 9 83(MD-83),Dallas-Fort Worth (Dfw),Texas
20170320X74630,ENG17IA017,2017-03-19,"Dayton, OH",Non-Fatal,N881GA,2.0,Turbo Fan,0.0,0.0,0.0,163.0,163.0,Mcdonnell Douglas: DC 9 83,Dayton,Ohio
20170328X20623,DCA17WA080,2017-03-27,"Ardabil, Iran (Islamic Republic of)",Non-Fatal,EP-TBJ,,,0.0,0.0,0.0,185.0,185.0,Boeing: 737,Ardabil,Iran (Islamic Republic of)
20170424X40402,DCA17WA097,2017-04-17,"Amsterdam, Netherlands (the)",Non-Fatal,VT-JEW,,,0.0,0.0,0.0,358.0,358.0,Boeing: 777,Amsterdam,Netherlands (the)
20170508X85232,DCA17CA111,2017-05-02,"Boston, MA",Non-Fatal,N595JB,2.0,Turbo Fan,0.0,0.0,1.0,154.0,155.0,Airbus: A320 232,Boston,Massachusetts
20170523X12020,DCA17LA122,2017-05-21,"Raleigh, NC",Non-Fatal,N633DL,2.0,Turbo Fan,0.0,0.0,0.0,186.0,186.0,Boeing: 757,Raleigh,North Carolina
20170523X15143,DCA17CA123,2017-05-22,"South Toledo Bend, TX",Non-Fatal,N512NK,2.0,Turbo Fan,0.0,2.0,1.0,139.0,142.0,Airbus: A319 132,South Toledo Bend,Texas
20170530X51257,DCA17WA126,2017-05-23,"Multan, Pakistan",Non-Fatal,AP-BGK,,,0.0,0.0,0.0,135.0,135.0,Boeing: 777,Multan,Pakistan
20170608X90705,ENG17IA027,2017-06-03,"Washington, DC",Non-Fatal,N765SW,2.0,Turbo Fan,0.0,0.0,0.0,67.0,67.0,Boeing: 737 7H4,Washington,District of Columbia
20170607X22245,ENG17IA026,2017-06-07,"Tokyo, Japan",Non-Fatal,N668US,4.0,Turbo Fan,0.0,0.0,0.0,326.0,326.0,Boeing: 747 451,Tokyo,Japan
20170612X10422,ENG17IA028,2017-06-10,"Chicago, IL",Non-Fatal,N715SK,2.0,Turbo Fan,0.0,0.0,0.0,64.0,64.0,Bombardier: CL 600 2C10,Chicago,Illinois
20170615X11123,DCA17WA141,2017-06-13,"Jakarta, Indonesia",Non-Fatal,9M-MXH,,,0.0,0.0,0.0,67.0,67.0,Boeing: 737,Jakarta,Indonesia
20170625X04604,DCA17LA145,2017-06-23,"Atlanta, GA",Non-Fatal,N315DN,2.0,Turbo Fan,0.0,0.0,0.0,199.0,199.0,Airbus: A321,Atlanta,Georgia
20170703X71412,DCA17CA147,2017-07-01,"Chicago, IL",Non-Fatal,N991AU,2.0,Turbo Fan,0.0,0.0,0.0,189.0,189.0,Airbus: A321 231,Chicago,Illinois
20170720X54038,DCA17WA154,2017-07-01,"Fukushima, Japan",Non-Fatal,N29968,,,0.0,0.0,1.0,261.0,262.0,Boeing: 787-9,Fukushima,Japan
20170712X12448,DCA17LA182,2017-07-02,"Denver, CO",Non-Fatal,N796SK,2.0,Turbo Fan,0.0,0.0,0.0,59.0,59.0,Bombardier: CL 600 2C10,Denver,Colorado
20170810X64739,DCA17WA170,2017-07-03,"Cali, Colombia",Non-Fatal,N742AV,2.0,,0.0,0.0,0.0,156.0,156.0,Airbus: A320 214,Cali,Colombia
20170721X61556,DCA17CA155,2017-07-20,"Minneapolis, MN",Non-Fatal,N427YX,2.0,Turbo Fan,0.0,3.0,1.0,45.0,49.0,Embraer: ERJ170-200LR,Minneapolis,Minnesota
20170814X24811,DCA17WA174,2017-08-01,"Singapore, Senegal",Non-Fatal,9V-SQN,,,0.0,3.0,3.0,213.0,219.0,Boeing: 777,Singapore,Senegal
20170810X12419,DCA17WA168,2017-08-01,"Tijuana, Mexico",Non-Fatal,N368AR,2.0,,0.0,0.0,0.0,146.0,146.0,Boeing: 737,Tijuana,Mexico
20170810X65552,DCA17WA171,2017-08-10,"Bacau, Romania",Non-Fatal,YR-BAJ,,,0.0,0.0,0.0,164.0,164.0,Boeing: 737,Bacau,Romania
20170814X31931,DCA17WA176,2017-08-13,"London, United Kingdom",Non-Fatal,N1608,2.0,Turbo Fan,0.0,1.0,0.0,218.0,219.0,Boeing: 767 332,London,United Kingdom
20170816X35104,DCA17CA181,2017-08-15,"Queens, NY",Non-Fatal,N175AN,2.0,Turbo Fan,0.0,0.0,0.0,295.0,295.0,Boeing: 757,Queens,New York
20170824X42626,DCA17LA183,2017-08-22,"McKellar, TN",Non-Fatal,N745SK,2.0,Turbo Fan,0.0,9.0,2.0,63.0,74.0,Bombardier: CL 600 2C10,Mckellar,Tennessee
20170905X02408,DCA17WA189,2017-08-27,"Lima, Peru",Non-Fatal,N491TA,2.0,Turbo Fan,0.0,0.0,0.0,134.0,134.0,Airbus: A320 233,Lima,Peru
20170906X30002,DCA17WA190,2017-08-31,"Medellin, Colombia",Non-Fatal,HK4535,,,0.0,0.0,0.0,51.0,51.0,Embraer: EMB145,Medellin,Colombia
20170911X34051,DCA17CA194,2017-09-04,"El Paso, TX",Non-Fatal,N938DN,,,0.0,0.0,1.0,142.0,143.0,Mcdonnell Douglas: MD 90-30,El Paso,Texas
20171012X92606,DCA17WA218,2017-09-05,"Chochin, India",Non-Fatal,VT-AYB,,,0.0,3.0,0.0,105.0,108.0,Boeing: 737,Chochin,India
20170907X71900,ENG17IA036,2017-09-06,"Las Vegas, NV",Non-Fatal,N686DA,2.0,Turbo Fan,0.0,0.0,0.0,184.0,184.0,Boeing: 757 232,Las Vegas,Nevada
20170913X72254,DCA17CA195,2017-09-12,"Los Angeles, CA",Non-Fatal,C-GHOZ,2.0,,0.0,0.0,0.0,140.0,140.0,Boeing: 767-375,Los Angeles,California
20170920X64035,DCA17CA197,2017-09-13,"Charlotte, NC",Non-Fatal,N261PS,2.0,Turbo Fan,0.0,0.0,0.0,34.0,34.0,Bombardier: CL 600 2B19,Charlotte,North Carolina
20170925X23622,DCA17WA209,2017-09-15,"Christ Church, Barbados",Non-Fatal,N137AA,2.0,Turbo Fan,0.0,0.0,0.0,143.0,143.0,Airbus: A321 231,Christ Church,Barbados
20170925X90335,DCA17WA204,2017-09-17,"Aqaba, Jordan",Non-Fatal,JY-SOA,,,0.0,0.0,0.0,132.0,132.0,Boeing: 737,Aqaba,Jordan
20170921X31237,DCA17WA201,2017-09-19,"Mumbai, India",Non-Fatal,VT-SGZ,,,0.0,0.0,0.0,189.0,189.0,Boeing: 737,Mumbai,India
20170925X84139,DCA17WA203,2017-09-22,"Hong Kong, Hong Kong",Non-Fatal,B-LNS,,,0.0,0.0,0.0,189.0,189.0,Airbus: A330,Hong Kong,Hong Kong
20170925X95307,DCA17WA205,2017-09-23,"Osaka, Japan",Non-Fatal,PHBQC,,,0.0,0.0,0.0,321.0,321.0,Boeing: 777,Osaka,Japan
20171005X44145,DCA17CA217,2017-09-25,"Sioux City, IA",Non-Fatal,N500WR,2.0,Turbo Fan,0.0,0.0,1.0,172.0,173.0,Boeing: 737-8H4,Sioux City,Iowa
20180410X54605,DCA17WA226,2017-09-27,"Dublin, Ireland",Non-Fatal,EC-LVQ,,,0.0,0.0,0.0,185.0,185.0,Airbus: A320,Dublin,Ireland
20171003X20509,DCA17WA216,2017-09-28,"Luga, Malta",Non-Fatal,G-FDZJ,,,0.0,0.0,0.0,142.0,142.0,Boeing: 737,Luga,Malta
20170930X94216,ENG17RA039,2017-09-30,"Goose Bay, Canada",Non-Fatal,F-HPJE,,,0.0,0.0,0.0,521.0,521.0,Airbus: A380,Goose Bay,Canada
20171002X95003,DCA17CA214,2017-09-30,"Arlington, VA",Non-Fatal,N982VJ,2.0,Turbo Fan,0.0,0.0,0.0,301.0,301.0,Airbus: A321 231,Arlington,Virginia
20171003X23920,DCA18CA001,2017-10-02,"Chicago, IL",Non-Fatal,N930WN,2.0,Turbo Fan,0.0,0.0,0.0,84.0,84.0,Boeing: 737 7H4,Chicago,Illinois
20171127X21550,DCA18WA023,2017-11-19,"Guayaquil, Spain",Non-Fatal,YV2937,,,0.0,0.0,0.0,86.0,86.0,Boeing: 737,Guayaquil,Spain
20171211X03456,DCA18WA038,2017-11-22,"Foz do Iguacu County, Brazil",Non-Fatal,PR-GXQ,,,0.0,0.0,0.0,125.0,125.0,Boeing: 737,Foz Do Iguacu County,Brazil
20171201X14308,DCA18IA026,2017-11-29,"Atlanta, GA",Non-Fatal,N852DN,2.0,Turbo Fan,0.0,0.0,0.0,169.0,169.0,Boeing: 737-932ER,Atlanta,Georgia
20171201X35829,DCA18WA027,2017-11-29,"Bogota, Colombia",Non-Fatal,N14115,2.0,Turbo Fan,0.0,0.0,1.0,157.0,158.0,Boeing: 757 224,Bogota,Colombia
20171212X50255,DCA18CA043,2017-12-03,"Miami, FL",Non-Fatal,N9011P,2.0,Turbo Fan,0.0,0.0,0.0,294.0,294.0,Airbus: A319 115,Miami,Florida
20171220X52223,DCA18CA055,2017-12-06,"Fort Lauderdale, FL",Non-Fatal,N670NK,2.0,Turbo Fan,0.0,1.0,1.0,100.0,102.0,Airbus: A321 231,Fort Lauderdale,Florida
20171212X00211,DCA18CA042,2017-12-12,"Detroit, MI",Non-Fatal,N924DL,2.0,Turbo Jet,0.0,0.0,0.0,61.0,61.0,Mcdonnell Douglas: MD 88,Detroit,Michigan
20171219X15432,DCA18WA054,2017-12-13,"Cusco, Peru",Non-Fatal,OB-212-P,,,0.0,0.0,0.0,73.0,73.0,Boeing: 737,Cusco,Peru
20171219X90251,DCA18CA049,2017-12-18,"Saint Louis, MO",Non-Fatal,N128SY,,Turbo Fan,0.0,0.0,1.0,56.0,57.0,Embraer: ERJ170-200LR,Saint Louis,Missouri
20180116X12236,DCA18IA081,2017-12-30,"Pullman, WA",Non-Fatal,N412QX,2.0,Turbo Prop,0.0,0.0,0.0,46.0,46.0,Bombardier: DHC 8 402,Pullman,Washington
20180205X20338,ENG18WA011,2018-01-18,"Alice Springs, Australia",Non-Fatal,9M-MTM,2.0,Turbo Fan,0.0,0.0,0.0,255.0,255.0,Airbus: A330,Alice Springs,Australia
20180205X00724,ENG18WA010,2018-01-25,"Lima, Peru",Non-Fatal,OB-2140P,2.0,Turbo Fan,0.0,0.0,0.0,99.0,99.0,Boeing: 737,Lima,Peru
20180207X92707,ENG18RA012,2018-01-29,"Mar Del Plata, Argentina",Non-Fatal,LV-CID,,,0.0,0.0,0.0,101.0,101.0,Embraer: ERJ190,Mar Del Plata,Argentina
20180213X95634,DCA18IA092,2018-02-13,"Honolulu, HI",Non-Fatal,N773UA,2.0,Turbo Fan,0.0,0.0,0.0,378.0,378.0,Boeing: 777 222,Honolulu,Hawaii
20180213X95840,DCA18RA093,2018-02-13,"Lagos, Nigeria",Non-Fatal,N858NW,2.0,Turbo Fan,0.0,9.0,0.0,135.0,144.0,Airbus: A330,Lagos,Nigeria
20180416X93719,DCA18WA136,2018-02-18,"Ballina/Byron Gateway Aerodome, Australia",Non-Fatal,unknown,,,0.0,0.0,0.0,174.0,174.0,Boeing: 737,Ballina/Byron Gateway Aerodome,Australia
20180228X30813,DCA18CA102,2018-02-24,"Minneapolis, MN",Non-Fatal,N817NW,2.0,Turbo Fan,0.0,2.0,1.0,295.0,298.0,Airbus: A330 323,Minneapolis,Minnesota
20180412X60328,DCA18WA130,2018-04-06,"Rio de Janeiro, Brazil",Non-Fatal,PR-GGE,,,0.0,0.0,0.0,173.0,173.0,Boeing: 737,Rio De Janeiro,Brazil
20180423X40746,DCA18WA153,2018-04-10,"unknown, Mexico",Non-Fatal,N70020,2.0,,0.0,0.0,0.0,38.0,38.0,Airbus: A319 115,Unknown,Mexico
20180423X34356,DCA18WA151,2018-04-12,"Mexico City, Mexico",Non-Fatal,XA-UZW,,,0.0,0.0,0.0,48.0,48.0,Boeing: 737,Mexico City,Mexico
20180417X23642,DCA18MA142,2018-04-17,"Philadelphia, PA",Fatal,N772SW,2.0,Turbo Fan,1.0,125.0,8.0,6.0,140.0,Boeing: 737 7H4,Philadelphia,Pennsylvania
20180419X80338,DCA18LA163,2018-04-18,"Atlanta, GA",Non-Fatal,N806NW,2.0,Turbo Fan,0.0,0.0,0.0,288.0,288.0,Airbus: A330 323,Atlanta,Georgia
20180423X20443,DCA18WA149,2018-04-18,"Cuzco, Peru",Non-Fatal,N240AT,2.0,,0.0,0.0,0.0,46.0,46.0,Boeing: 737 500,Cuzco,Peru
20180423X42758,DCA18WA155,2018-04-18,"unknown, Mexico",Non-Fatal,XA-UQA,,,0.0,0.0,0.0,115.0,115.0,Boeing: 737,Unknown,Mexico
20180420X04304,DCA18FA144,2018-04-20,"Alexandria, LA",Non-Fatal,N807WA,2.0,Turbo Fan,0.0,0.0,0.0,101.0,101.0,Mcdonnell Douglas: DC 9 83(MD-83),Alexandria,Louisiana
20190501X01506,ENG18WA041,2018-04-30,"Bangkok, Thailand",Non-Fatal,HS-XBD,,,0.0,0.0,0.0,352.0,352.0,Boeing: 777,Bangkok,Thailand
20180503X92154,DCA18CA165,2018-05-01,"Queens, NY",Non-Fatal,N606LR,2.0,Turbo Fan,0.0,0.0,0.0,276.0,276.0,Bombardier: CL600 2D24,Queens,New York
20180507X44134,DCA18WA173,2018-05-03,"Guayaquil, Spain",Non-Fatal,N396AN,2.0,Turbo Fan,0.0,0.0,0.0,181.0,181.0,Boeing: 767 323,Guayaquil,Spain
20180507X00658,DCA18CA169,2018-05-07,"Baltimore, MD",Non-Fatal,N8655D,2.0,Turbo Fan,0.0,0.0,0.0,179.0,179.0,Boeing: 737-8H4,Baltimore,Maryland
20180519X00340,DCA18RA186,2018-05-18,"Havana, Cuba",Fatal,XA-UHZ,,Turbo Fan,112.0,0.0,1.0,0.0,113.0,Boeing: 737,Havana,Cuba
20180611X85348,DCA18CA201,2018-06-10,"Decatur, TX",Non-Fatal,N750AN,2.0,Turbo Fan,0.0,7.0,1.0,261.0,269.0,Boeing: 777 223,Decatur,Texas
20180618X41609,DCA18WA222,2018-06-10,"Crete, Greece",Non-Fatal,N276EA,2.0,,0.0,0.0,0.0,173.0,173.0,Boeing: 737 800,Crete,Greece
20180618X30834,DCA18CA219,2018-06-11,"Harbin, China",Non-Fatal,N826AN,2.0,Turbo Fan,0.0,1.0,1.0,290.0,292.0,Boeing: 787-9,Harbin,China
20180613X94510,DCA18WA207,2018-06-12,"Otopeni, Romania",Non-Fatal,YR-BGG,,,0.0,0.0,0.0,106.0,106.0,Boeing: 737,Otopeni,Romania
20180618X44832,DCA18WA223,2018-06-14,"Zhuliany, Ukraine",Non-Fatal,UR-CPR,,,0.0,0.0,0.0,177.0,177.0,Mcdonnell Douglas: MD80,Zhuliany,Ukraine
20180803X35058,DCA18CA255,2018-06-17,"Cut Bank, MT",Non-Fatal,N637CZ,2.0,Turbo Fan,0.0,0.0,1.0,72.0,73.0,Embraer: ERJ175,Cut Bank,Montana
20180627X53405,DCA18WA229,2018-06-26,"Koln, Germany",Non-Fatal,D-ABKM,,,0.0,0.0,0.0,157.0,157.0,Boeing: 737,Koln,Germany
20180702X05713,OPS18IA014,2018-06-27,"Springfield, MO",Non-Fatal,,2.0,,0.0,0.0,0.0,53.0,53.0,Embraer: EMB145,Springfield,Missouri
20180712X94728,DCA18WA238,2018-06-29,"Gander, Canada",Non-Fatal,N278AY,2.0,Turbo Fan,0.0,1.0,0.0,300.0,301.0,Airbus: A330,Gander,Canada
20180713X41207,DCA18WA241,2018-07-11,"Djerba, Tunisia",Non-Fatal,LY-GGC,,,0.0,0.0,0.0,34.0,34.0,Boeing: 737,Djerba,Tunisia
20180719X64035,DCA18WA247,2018-07-11,"Chichen Itza, Mexico",Non-Fatal,N802WA,,,0.0,0.0,0.0,131.0,131.0,Mcdonnell Douglas: DC9,Chichen Itza,Mexico
20180719X65328,DCA18WA248,2018-07-16,"Confins county, Brazil",Non-Fatal,PR-GGD,,,0.0,0.0,0.0,142.0,142.0,Boeing: 737,Confins County,Brazil
20180820X65029,DCA18WA270,2018-07-16,"Iguazu Province of Misiones, Argentina",Non-Fatal,LV-HQY,,,0.0,0.0,0.0,71.0,71.0,Boeing: 737,Iguazu Province Of Misiones,Argentina
20180725X32722,DCA18CA251,2018-07-23,"Charlotte, NC",Non-Fatal,N918DE,,Turbo Fan,0.0,1.0,1.0,144.0,146.0,Mcdonnell Douglas: MD88,Charlotte,North Carolina
20200619X60815,DCA18CA316,2018-07-23,"West Palm Beach, FL",Non-Fatal,N328NB,2.0,Turbo Fan,0.0,1.0,1.0,132.0,134.0,Airbus: A319,West Palm Beach,Florida
20180727X04921,DCA18CA252,2018-07-27,"Portsmouth, NH",Non-Fatal,N641GT,2.0,Turbo Fan,0.0,0.0,0.0,250.0,250.0,Boeing: 767,Portsmouth,New Hampshire
20180731X03141,DCA18RA253,2018-07-31,"Durango, Mexico",Non-Fatal,XA-GAL,,Turbo Fan,0.0,26.0,16.0,60.0,102.0,Embraer: ERJ190,Durango,Mexico
20180816X41010,DCA18CA266,2018-07-31,"Philadelphia, PA",Non-Fatal,N192AN,2.0,Turbo Fan,0.0,0.0,0.0,181.0,181.0,Boeing: 757,Philadelphia,Pennsylvania
20180905X90334,DCA18CA283,2018-08-13,"Los Angeles, CA",Non-Fatal,N204HA,2.0,Turbo Fan,0.0,0.0,0.0,197.0,197.0,Airbus: A321-271N,Los Angeles,California
20190222X90048,DCA18WA314,2018-08-19,"Callao, Peru",Non-Fatal,N404AV,2.0,Turbo Prop,0.0,0.0,0.0,64.0,64.0,Dehavilland: DHC8,Callao,Peru
20180828X94249,DCA18CA272,2018-08-24,"Philadelphia, PA",Non-Fatal,EI-LBT,,,0.0,0.0,0.0,177.0,177.0,Boeing: 757,Philadelphia,Pennsylvania
20180901X54734,DCA18WA277,2018-09-01,"Sochi, Russia",Non-Fatal,VQ-BJI,,,0.0,6.0,0.0,166.0,172.0,Boeing: 737,Sochi,Russia
20180907X10419,DCA18LA285,2018-09-06,"New York, NY",Non-Fatal,N173AN,2.0,Turbo Fan,0.0,0.0,1.0,112.0,113.0,Boeing: 757,New York,New York
20181016X81128,DCA18WA304,2018-09-20,"Mumbai, India",Non-Fatal,VT-JGS,,,0.0,0.0,0.0,173.0,173.0,Boeing: 737,Mumbai,India
20181009X10416,DCA18CA299,2018-09-24,"Newark, NJ",Non-Fatal,N13113,2.0,Turbo Fan,0.0,0.0,1.0,176.0,177.0,Boeing: 757,Newark,New Jersey
20181001X05544,DCA18WA296,2018-09-26,"Tijuana, Mexico",Non-Fatal,XA-VOW,,,0.0,6.0,0.0,166.0,172.0,Airbus: A320,Tijuana,Mexico
20181001X90405,DCA18CA294,2018-09-26,"Dallas, TX",Non-Fatal,N994AN,2.0,Turbo Fan,0.0,0.0,1.0,185.0,186.0,Airbus: A321,Dallas,Texas
20181016X81715,DCA18WA305,2018-09-26,"Chattogram, Bangladesh",Non-Fatal,S2-AJA,,,0.0,0.0,0.0,173.0,173.0,Boeing: 737,Chattogram,Bangladesh
20180928X51314,DCA18RA292,2018-09-28,"Chuuk, Micronesia (Federated States of)",Fatal,P2-PXE,,,1.0,11.0,4.0,31.0,47.0,Boeing: 737,Chuuk,Micronesia (Federated States of)
20181016X82658,DCA19WA009,2018-10-02,"Zagreb, Croatia",Non-Fatal,TC-AMP,,,0.0,1.0,0.0,179.0,180.0,Boeing: 737,Zagreb,Croatia
20190215X54426,DCA19WA083,2018-10-08,"Bangkok, Thailand",Non-Fatal,HS-TGF,,,0.0,0.0,0.0,116.0,116.0,Boeing: 747,Bangkok,Thailand
20181012X11804,DCA19CA006,2018-10-11,"San Jose, CA",Non-Fatal,N734SA,2.0,Turbo Fan,0.0,0.0,1.0,121.0,122.0,Boeing: 737,San Jose,California
20181016X60635,DCA19CA207,2018-10-15,"Albany, NY",Non-Fatal,N7816B,2.0,,0.0,0.0,1.0,142.0,143.0,Boeing: 737,Albany,New York
20181026X33829,DCA19WA015,2018-10-20,"Hong Kong, China",Non-Fatal,VT-ANE,,,0.0,0.0,0.0,207.0,207.0,Boeing: 787,Hong Kong,China
20181029X04746,DCA19RA017,2018-10-29,"Jakarta, Indonesia",Fatal,PK-LQP,,,188.0,0.0,0.0,0.0,188.0,Boeing: 737,Jakarta,Indonesia
20210401102850,DCA21WA112,2018-11-17,"Buenos Aires, Argentina",Non-Fatal,LV-HFR,,,0.0,0.0,0.0,150.0,150.0,Boeing: 737,Buenos Aires,Argentina
20181126X95421,DCA19WA026,2018-11-22,"La Paz, Saint Barthelemy",Non-Fatal,OB2041,,,0.0,0.0,0.0,127.0,127.0,Boeing: 737,La Paz,Saint Barthelemy
20181206X51048,DCA19CA037,2018-12-02,"LAS Vegas, NV",Non-Fatal,N632NK,2.0,,0.0,0.0,1.0,162.0,163.0,Airbus: A320,Las Vegas,Nevada
20181206X53303,DCA19CA038,2018-12-03,"Chicago, IL",Non-Fatal,N868NN,2.0,,0.0,0.0,1.0,146.0,147.0,Boeing: 737,Chicago,Illinois
20181206X81036,DCA19CA034,2018-12-04,"SUNNS intersection, Osaka, Japan",Non-Fatal,N193DN,2.0,,0.0,2.0,1.0,92.0,95.0,Boeing: 767,Sunns Intersection,"Osaka, Japan"
20181206X45642,DCA19IA036,2018-12-06,"Burbank, CA",Non-Fatal,N752SW,2.0,Turbo Fan,0.0,0.0,0.0,117.0,117.0,Boeing: 737,Burbank,California
20210310102738,ENG21WA016,2019-01-03,"Lagos, Nigeria",Non-Fatal,5N-AIS,,,0.0,0.0,0.0,119.0,119.0,Boeing: 737,Lagos,Nigeria
20190305X42937,DCA19CA090,2019-02-03,"Pacific Ocean, PO",Non-Fatal,N26909,,,0.0,0.0,1.0,220.0,221.0,Boeing: 787,Pacific Ocean,PO
20190205X55712,DCA19CA075,2019-02-05,"Bluefields, Niue",Non-Fatal,N852NN,2.0,,0.0,1.0,1.0,117.0,119.0,Boeing: 737,Bluefields,Niue
20190215X60107,DCA19WA084,2019-02-10,"Nurenburg, Germany",Non-Fatal,D-ABMQ,,,0.0,1.0,0.0,185.0,186.0,Boeing: 737,Nurenburg,Germany
20190214X42337,DCA19CA081,2019-02-13,"Reno, NV",Non-Fatal,N613CZ,,Turbo Fan,0.0,4.0,1.0,59.0,64.0,Embraer: ERJ170,Reno,Nevada
20190306X80709,DCA19CA091,2019-02-18,"Franklin, TN",Non-Fatal,N3730B,2.0,Turbo Fan,0.0,1.0,1.0,143.0,145.0,Boeing: 737,Franklin,Tennessee
20190222X84313,ENG19IA013,2019-02-21,"Orlando, FL",Non-Fatal,N30401,2.0,Turbo Fan,0.0,0.0,0.0,181.0,181.0,Boeing: 737,Orlando,Florida
20190301X50148,DCA19CA088,2019-02-27,"Honolulu, HI",Non-Fatal,N771AN,2.0,,0.0,1.0,1.0,217.0,219.0,Boeing: 777,Honolulu,Hawaii
20190304X65511,DCA19FA089,2019-03-04,"Presque Isle, ME",Non-Fatal,N14171,,,0.0,3.0,0.0,28.0,31.0,Embraer: EMB145,Presque Isle,Maine
20190310X63916,DCA19RA101,2019-03-10,"Addis Ababa, Ethiopia",Fatal,ET-AVJ,,,157.0,0.0,0.0,0.0,157.0,Boeing: 737,Addis Ababa,Ethiopia
20190311X35306,DCA19CA102,2019-03-10,"Charlotte, NC",Non-Fatal,N530EA,,,0.0,1.0,0.0,130.0,131.0,Bombardier: CL 600 2C10,Charlotte,North Carolina
20190311X61805,DCA19CA105,2019-03-11,"Atlanta, GA",Non-Fatal,N3756,2.0,,0.0,0.0,0.0,406.0,406.0,Boeing: 737,Atlanta,Georgia
20190411X53531,DCA19LA134,2019-04-11,"New York, NY",Non-Fatal,N114NN,2.0,,0.0,0.0,0.0,110.0,110.0,Airbus: A321,New York,New York
20190412X45210,DCA19CA137,2019-04-12,"Fort Meyers, FL",Non-Fatal,N31412,2.0,,0.0,0.0,1.0,107.0,108.0,Boeing: 737,Fort Meyers,Florida
